"Name","Team","IP","RE24","ERA","ERA-","tERA","FIP","xFIP","xFIP-","SIERA","FIP-","playerid"
"Ricky Nolasco","Twins","159.0","-15.68","5.38","139","4.90","4.30","3.97","105","4.06","113","3830"
"Juan Nicasio","Rockies","93.2","-8.00","5.38","125","6.79","5.45","4.18","113","4.28","137","7731"
"Shawn Camp","Phillies","3.1","-2.28","5.40","147","6.97","6.43","4.39","119","4.41","171","1855"
"Chad Smith","Tigers","11.2","-0.11","5.40","140","4.45","3.48","3.84","101","3.63","91","13604"
"Jhoulys Chacin","Rockies","63.1","-2.72","5.40","126","6.40","4.82","4.53","123","4.77","121","2608"
"Arodys Vizcaino","Cubs","5.0","-0.76","5.40","147","5.86","5.93","4.82","131","4.59","160","5498"
"Jose Ramirez","Yankees","10.0","-2.98","5.40","139","6.62","6.43","5.93","156","4.79","164","10171"
"Drew VerHagen","Tigers","5.0","-0.42","5.40","140","5.33","3.33","4.07","107","4.82","88","13424"
"Daniel Norris","Blue Jays","6.2","0.36","5.40","139","6.83","6.13","5.85","154","5.95","159","13475"
"Brett Bochy","Giants","3.1","-1.08","5.40","160","7.11","7.93","5.52","150","4.34","230","11867"
"Kevin Correia","- - -","154.0","-27.36","5.44","144","4.83","4.67","4.67","123","4.73","124","1767"
"Darin Downs","Astros","34.2","-0.83","5.45","142","4.21","4.23","4.87","128","4.44","110","5903"
"Scott Baker","Rangers","80.2","-8.05","5.47","135","5.68","4.78","4.37","115","4.24","122","6176"
"Logan Ondrusek","Reds","41.0","-6.07","5.49","147","3.93","3.91","3.80","103","3.36","103","3677"
"Mike Bolsinger","Diamondbacks","52.1","-12.55","5.50","144","4.72","4.01","3.31","90","3.49","108","11137"
"Felix Doubront","- - -","79.2","-19.92","5.54","141","5.84","5.13","4.83","128","4.84","138","1478"
"Nick Christiani","Reds","13.0","-2.43","5.54","148","5.56","5.29","4.62","125","4.52","139","10332"
"Louis Coleman","Royals","34.0","-8.36","5.56","144","6.31","5.69","4.85","128","4.59","151","9720"
"Ronald Belisario","White Sox","66.1","-11.94","5.56","143","3.79","3.54","3.69","97","3.22","91","2203"
"Rex Brothers","Rockies","56.1","-11.76","5.59","130","7.59","4.98","4.53","123","4.40","125","9794"
"Taylor Jordan","Nationals","25.2","-7.53","5.61","152","4.47","4.50","4.28","116","4.18","123","10466"
"Trevor Cahill","Diamondbacks","110.2","-24.95","5.61","147","4.91","3.89","3.83","104","3.96","105","6249"
"Josh Lueke","Rays","30.1","-10.27","5.64","153","5.64","5.47","4.10","108","3.80","147","5722"
"Jose Valverde","Mets","20.2","-4.87","5.66","164","4.80","4.87","3.97","108","3.49","132","1726"
"Brandon Morrow","Blue Jays","33.1","-4.32","5.67","146","4.10","3.73","4.06","107","4.23","97","9346"
"Esmil Rogers","- - -","45.2","-10.35","5.72","147","4.99","4.73","4.02","106","3.52","122","6317"
"Matt Stites","Diamondbacks","33.0","-6.61","5.73","150","5.66","5.47","4.64","126","4.26","148","12165"
"Evan Meek","Orioles","23.1","-6.25","5.79","148","5.97","5.10","4.54","120","4.29","130","5109"
"Nick Masset","Rockies","45.0","-12.19","5.80","135","5.49","4.33","4.56","124","4.12","109","7267"
"Andrew Heaney","Marlins","29.1","-5.81","5.83","159","5.73","5.45","4.18","113","4.04","153","15423"
"Juan Jaime","Braves","12.1","-4.09","5.84","162","4.84","3.70","3.65","99","3.43","103","6127"
"Paul Clemens","Astros","24.2","-8.40","5.84","152","6.64","6.17","5.14","135","4.79","160","8037"
"Jeff Francis","- - -","20.0","-3.54","5.85","157","4.79","4.18","3.59","95","3.37","110","4684"
"Justin Masterson","- - -","128.2","-34.93","5.88","157","4.84","4.50","4.08","108","4.03","120","2038"
"Aaron Poreda","Rangers","21.1","-3.39","5.91","146","4.83","3.51","3.39","90","3.18","90","4313"
"Christian Friedrich","Rockies","24.1","-5.98","5.92","138","5.55","4.00","3.66","99","3.39","100","7942"
"Christian Bergman","Rockies","54.2","-3.95","5.93","138","6.63","4.74","4.55","123","4.64","119","10925"
"Scott Rice","Mets","13.2","-0.43","5.93","172","4.41","5.03","4.81","130","4.63","137","2743"
"Craig Breslow","Red Sox","54.1","-10.70","5.96","149","6.25","5.34","5.13","135","4.72","144","4363"
"Stephen Fife","Dodgers","6.0","-2.25","6.00","171","9.16","8.97","3.50","95","3.19","246","8077"
"Carlos Frias","Dodgers","32.1","-6.60","6.12","175","3.25","3.60","3.25","88","2.99","98","3547"
"Jacob Turner","- - -","113.0","-27.84","6.13","168","4.64","4.16","4.05","110","4.19","115","10185"
"Ryan Feierabend","Rangers","7.1","-4.58","6.14","151","2.67","2.86","5.05","133","4.58","74","6336"
"Robbie Ross","Rangers","78.1","-26.02","6.20","153","5.30","4.74","4.41","116","4.26","121","6819"
"Corey Knebel","Tigers","8.2","-3.87","6.23","161","1.74","1.63","2.92","77","2.57","43","15010"
"Josh Stinson","Orioles","13.0","-5.17","6.23","159","6.04","6.06","5.48","144","4.87","154","3219"
"Anthony DeSclafani","Marlins","33.0","-5.65","6.27","171","4.67","3.77","3.80","103","3.70","105","13050"
"Anthony Bass","Astros","27.0","-7.45","6.33","165","7.03","6.50","4.99","131","4.74","169","7982"
"Edwin Jackson","Cubs","140.2","-39.17","6.33","173","5.38","4.45","4.12","112","4.25","120","1841"
"Sean O'Sullivan","Phillies","12.2","-2.00","6.39","174","6.40","5.58","4.06","110","4.31","148","9137"
"Luis Garcia","Phillies","14.0","-7.43","6.43","175","5.42","6.06","4.91","133","4.86","161","6984"
"Miles Mikolas","Rangers","57.1","-14.05","6.44","159","5.64","4.77","4.51","119","4.48","122","9803"
"Erik Johnson","White Sox","23.2","-6.82","6.46","167","5.10","4.32","5.02","132","5.09","110","12520"
"Michael Mariot","Royals","25.0","-7.00","6.48","168","4.40","3.93","4.57","121","4.17","105","10835"
"Alfredo Aceves","Yankees","19.1","-5.45","6.52","168","6.16","6.29","4.55","120","3.96","160","5164"
"Cam Bedrosian","Angels","19.1","-5.65","6.52","180","4.19","4.27","4.40","116","4.05","117","13360"
"Carlos Contreras","Reds","19.1","-8.70","6.52","174","5.46","5.15","5.47","148","5.10","135","10386"
"Brad Penny","Marlins","26.0","-8.69","6.58","180","5.91","5.25","4.94","134","5.07","147","535"
"J.J. Putz","Diamondbacks","13.2","-0.84","6.59","173","3.43","3.57","3.71","100","3.27","96","1795"
"Jeff Manship","Phillies","23.0","-7.87","6.65","181","4.62","4.13","4.91","133","4.86","110","6865"
"Joe Saunders","- - -","43.0","-16.51","6.70","166","7.55","6.60","5.40","142","5.39","169","4366"
"Wandy Rodriguez","Pirates","26.2","-13.76","6.75","192","6.68","7.41","4.34","118","4.29","207","2586"
"Matt West","Rangers","4.0","-1.00","6.75","166","4.27","2.38","3.00","79","2.80","61","7980"
"Phil Irwin","Rangers","4.0","-1.38","6.75","166","8.84","7.63","6.24","164","5.62","195","9489"
"Seth Rosin","Rangers","4.0","-0.36","6.75","166","3.38","2.38","3.31","87","3.16","61","10606"
"Eddie Butler","Rockies","16.0","-2.42","6.75","157","8.24","5.69","5.23","142","5.65","143","13453"
"Miguel Gonzalez","Phillies","5.1","-1.73","6.75","184","6.61","5.38","5.26","143","4.65","143","15675"
"Dan Straily","- - -","52.0","-15.70","6.75","183","4.76","5.32","4.63","123","4.28","143","9460"
"B.J. Rosenberg","Phillies","12.0","-6.79","6.75","184","9.72","8.80","5.34","145","4.86","235","7183"
"Andre Rienzo","White Sox","64.2","-25.77","6.82","176","6.35","5.73","4.69","124","4.60","146","3507"
"Kevin Siegrist","Cardinals","30.1","-8.87","6.82","190","4.48","4.62","4.14","112","3.40","127","8180"
"Boone Logan","Rockies","25.0","-5.93","6.84","159","7.08","5.13","2.85","77","2.74","129","5525"
"Alexi Ogando","Rangers","25.0","-6.71","6.84","169","4.15","3.81","5.17","136","4.50","98","10261"
"Chris Martin","Rockies","15.2","0.01","6.89","160","4.88","3.77","2.90","78","2.57","95","11847"
"Josh Zeid","Astros","20.2","-11.69","6.97","182","7.67","6.33","3.87","102","3.64","164","6527"
"Jim Johnson","- - -","53.1","-20.46","7.09","189","5.37","5.08","4.72","124","4.33","135","3656"
"Chris Rusin","Cubs","12.2","-5.66","7.11","194","4.00","4.08","4.52","123","4.30","110","9895"
"Blake Wood","Indians","6.1","-2.02","7.11","187","5.02","4.71","5.88","155","5.61","124","1345"
"Lester Oliveros","Twins","6.1","-3.13","7.11","184","5.47","7.08","5.32","140","4.62","186","9167"
"Logan Darnell","Twins","24.0","-7.25","7.13","185","6.40","5.13","3.45","91","3.55","135","11261"
"Jim Henderson","Brewers","11.1","-1.00","7.15","188","5.49","4.63","2.39","64","2.10","121","6653"
"Joe Wieland","Padres","11.1","-4.00","7.15","206","6.53","6.49","4.90","133","4.70","178","6109"
"Heath Bell","Rays","17.1","-6.83","7.27","197","4.12","4.57","4.68","123","3.58","123","2080"
"Alfredo Figaro","Brewers","8.2","-2.39","7.27","192","4.56","4.63","3.20","87","2.85","121","8404"
"Ernesto Frieri","- - -","41.2","-12.23","7.34","205","5.05","5.41","3.67","98","2.96","149","5178"
"Bruce Chen","Royals","48.1","-16.69","7.45","193","5.13","4.58","4.62","122","4.42","122","769"
"Donnie Veal","White Sox","6.0","-2.32","7.50","193","4.65","5.13","6.78","178","5.92","131","4741"
"Gus Schlosser","Braves","17.2","-11.01","7.64","212","6.97","4.89","5.09","138","4.97","136","12321"
"Sean Marshall","Reds","14.0","-11.35","7.71","206","6.79","5.06","4.84","131","4.43","133","5905"
"Daniel McCutchen","Rangers","2.1","-1.71","7.71","190","12.45","11.28","8.35","219","7.45","288","263"
"Casey Sadler","Pirates","10.1","-4.67","7.84","223","3.79","3.52","4.84","131","4.41","98","11209"
"Bo Schultz","Diamondbacks","8.0","-5.64","7.88","206","5.09","3.88","3.49","95","3.44","105","5028"
"Trevor May","Twins","45.2","-18.71","7.88","204","5.12","4.77","4.38","115","4.20","126","6398"
"Rudy Owens","Astros","5.2","-2.92","7.94","207","5.82","6.66","7.20","189","6.66","173","5226"
"Mike Pelfrey","Twins","23.2","-10.72","7.99","207","7.62","7.57","6.55","172","6.45","199","5203"
"Carlos Marmol","Marlins","13.1","-5.98","8.10","221","6.58","6.43","4.81","130","4.40","180","2790"
"Neil Wagner","Blue Jays","10.0","-5.88","8.10","209","5.80","4.73","5.53","146","4.91","123","8162"
"Bobby Korecky","Blue Jays","3.1","-1.41","8.10","209","4.30","2.83","3.57","94","3.74","74","4608"
"Robbie Ray","Tigers","28.2","-11.10","8.16","211","5.90","5.23","4.81","127","4.78","137","11486"
"Ivan Nova","Yankees","20.2","-8.62","8.27","213","7.35","6.91","4.51","119","4.42","176","1994"
"C.J. Riefenhauser","Rays","5.1","-0.89","8.44","229","6.60","4.07","5.46","144","5.76","110","11193"
"Sergio Santos","Blue Jays","21.0","-9.87","8.57","221","6.70","6.04","4.12","109","4.00","157","4734"
"Michael Roth","Angels","12.1","-6.61","8.76","242","6.69","6.70","5.49","145","4.80","183","13736"
"Austin Adams","Indians","7.0","-3.24","9.00","237","3.67","4.28","3.83","101","3.46","113","7411"
"Adam Dunn","White Sox","1.0","-0.50","9.00","232","5.22","6.13","8.60","226","7.70","156","319"
"Bruce Billings","Yankees","4.0","-3.05","9.00","232","5.75","6.88","2.24","59","1.47","175","3044"
"Jonathan Pettibone","Phillies","9.0","-5.28","9.00","245","7.81","5.69","3.76","102","4.13","151","7106"
"Mike Carp","Red Sox","1.0","-0.52","9.00","225","24.24","18.13","19.37","508","24.63","486","7480"
"Chaz Roe","Yankees","2.0","-2.50","9.00","232","3.40","3.63","6.10","161","4.89","93","9866"
"Bobby Parnell","Mets","1.0","-0.61","9.00","261","4.47","4.13","6.60","179","5.51","112","9926"
"Tanner Scheppers","Rangers","23.0","-12.61","9.00","222","6.23","6.74","4.69","124","4.26","172","10267"
"Sean Nolin","Blue Jays","1.0","-0.50","9.00","232","40.96","16.13","4.37","115","5.56","417","11341"
"Brian Flynn","Marlins","7.0","-3.83","9.00","246","3.92","2.70","3.76","102","3.84","75","12027"
"Taylor Hill","Nationals","9.0","-3.88","9.00","245","4.94","3.69","4.65","126","4.13","101","12515"
"Chad Bettis","Rockies","24.2","-14.25","9.12","212","7.56","5.52","4.87","132","4.61","139","10587"
"Brad Mills","- - -","20.2","-13.68","9.15","240","6.30","6.33","4.80","126","4.40","167","4420"
"Zac Rosscup","Cubs","13.1","-7.46","9.45","258","4.97","4.63","4.07","110","3.75","125","9419"
"Lucas Harrell","Astros","12.1","-8.93","9.49","247","7.01","5.97","4.96","131","5.16","155","7541"
"Jose Cisnero","Astros","4.2","-3.87","9.64","252","5.08","3.56","5.15","136","4.75","93","6399"
"Kevin Gregg","Marlins","9.0","-4.78","10.00","273","6.41","6.35","5.25","143","4.90","178","1793"
"Taylor Thompson","White Sox","5.1","-3.31","10.12","261","7.25","6.88","5.84","154","5.04","175","10019"
"Jair Jurrjens","Rockies","9.1","-5.33","10.61","247","10.47","8.06","4.21","114","3.98","203","5556"
"Drew Butera","Dodgers","1.2","-1.30","10.80","308","8.41","8.53","2.22","60","1.87","234","3411"
"Henry Rodriguez","Marlins","1.2","-1.94","10.80","295","20.12","10.93","11.67","318","13.21","307","6371"
"Arquimedes Caminero","Marlins","6.2","-3.49","10.80","295","4.72","6.43","4.57","124","3.70","180","8992"
"Wei-Chung Wang","Brewers","17.1","-15.99","10.90","287","7.38","7.69","5.26","143","4.47","201","14382"
"Felipe Paulino","White Sox","18.1","-14.11","11.29","291","8.49","7.99","5.49","144","5.20","203","3777"
"Wilton Lopez","Rockies","6.1","-6.54","11.37","264","11.06","8.03","3.04","82","3.09","203","4227"
"Jose Dominguez","Dodgers","6.1","-5.40","11.37","324","6.58","6.61","4.06","110","3.13","181","11571"
"Brad Lincoln","Phillies","2.1","-2.87","11.57","315","13.21","8.28","4.82","131","4.00","221","4241"
"Dane de la Rosa","Angels","2.1","-0.57","11.57","319","13.41","6.99","8.05","212","8.90","190","10095"
"Ryan Dennick","Reds","4.2","-5.10","11.57","309","10.38","9.99","6.80","185","6.17","263","9261"
"Buck Farmer","Tigers","9.1","-6.50","11.57","299","5.38","5.81","4.88","129","3.86","152","14814"
"Justin Germano","Rangers","5.1","-4.11","11.81","291","8.32","6.69","6.11","161","5.22","171","1938"
"Frank Francisco","White Sox","3.2","-5.40","12.27","316","10.94","9.95","4.88","129","4.19","253","1933"
"Raul Valdes","Astros","3.2","-4.26","12.27","320","6.47","10.50","7.11","187","6.18","272","1953"
"Nick Maronde","Angels","6.1","-8.82","12.79","353","5.26","4.71","6.27","165","5.32","129","12530"
"Justin Marks","Royals","2.0","-2.11","13.50","350","9.68","5.63","7.49","197","6.77","150","10265"
"Daniel Hudson","Diamondbacks","2.2","-1.18","13.50","354","2.29","1.63","3.49","94","3.24","44","7146"
"Sean Burnett","Angels","0.2","0.11","13.50","373","1.12","3.13","4.99","131","4.25","86","1886"
"Jarrett Grube","Angels","0.2","-2.14","13.50","373","90.96","22.63","4.99","131","6.87","615","7553"
"Dario Alvarez","Mets","1.1","-1.93","13.50","391","8.05","11.38","4.41","120","3.76","310","14239"
"Kevin Whelan","Tigers","1.1","-1.59","13.50","349","30.75","25.63","8.91","234","7.42","669","3462"
"Scott Snodgress","White Sox","2.1","-6.94","15.43","398","10.44","11.70","8.25","217","6.40","298","12020"
"John Lannan","Mets","4.0","-6.39","15.75","456","12.35","13.38","5.49","149","5.00","364","7080"
"Travis Snider","Pirates","1.0","-1.56","18.00","512","5.04","7.13","7.13","194","7.50","199","2830"
"Leury Garcia","White Sox","1.0","-1.50","18.00","464","10.99","9.13","10.37","272","10.98","232","5913"
"Dean Anna","Yankees","1.0","-1.58","18.00","464","14.37","3.13","5.60","148","6.87","80","8353"
"Phillippe Aumont","Phillies","5.2","-10.93","19.06","519","9.49","10.54","5.41","147","4.72","281","5362"
"Charlie Leesman","White Sox","2.2","-4.96","20.25","522","9.12","9.13","7.04","185","6.46","232","9124"
"Jim Miller","Yankees","2.2","-4.79","20.25","522","25.18","18.51","6.20","163","5.55","469","7458"
"Bryan Price","Indians","2.2","-5.93","20.25","533","15.12","20.38","9.47","249","5.69","535","8436"
"Mike Kickham","Giants","2.0","-4.01","22.50","665","8.71","10.13","4.87","132","3.92","294","11618"
"Chris Leroux","Yankees","2.0","-4.13","22.50","581","4.77","3.13","4.37","115","3.99","80","7645"
"Andrew Romine","Tigers","1.0","-2.46","27.00","698","26.83","27.13","6.08","160","6.03","708","1159"
"Keith Butler","Cardinals","2.0","-5.93","27.00","752","5.54","4.13","4.75","129","3.16","113","10080"
"Luke Putkonen","Tigers","2.2","-7.58","27.00","698","15.69","15.51","7.61","200","5.74","405","6736"
"Cesar Cabral","Yankees","1.0","-4.03","27.00","697","12.05","14.13","15.37","403","5.17","359","6741"
"Jose Ortega","Tigers","1.1","-2.06","27.00","698","10.71","12.88","13.81","362","12.58","337","9651"
"Joe Paterson","Diamondbacks","1.1","-3.53","33.75","885","13.65","7.63","10.41","283","7.24","207","2565"
"Nate Jones","White Sox","0.0","-3.99","36.00","928","31.40","12.13","13.37","351"," ","308","4696"
"Samuel Tuivailala","Cardinals","1.0","-5.21","36.00","1002","24.70","33.13","13.31","363","8.42","915","13485"
"Aaron Brooks","Royals","2.2","-12.11","43.88","1136","11.18","12.13","9.57","251","5.73","322","12272"
"Josh Wall","Angels","1.0","-4.98","54.00","1490","16.20","12.13","15.84","415","10.45","330","4436"
"Trevor Bell","Reds","0.2","-3.82","67.50","1803","8.99","12.13","15.84","432","8.52","320","7074"
"Donnie Joseph","Royals","0.2","-5.59","81.00","2097","8.01","21.13","5.34","141","3.47","560","6491"
