mlb_id,mlb_name,bp_id,fangraphs,fg_RE24,bp_ERA,bp_FIP,fg_xFIP,bp_cFIP,bp_DRA,fg_SIERA
592091,A.J. Achter,66919,11387,-5.5,6.75,6.25,4.6,103,5.61,3.98
150359,A.J. Burnett,493,512,8.72,3.18,3.39,3.55,96,4.47,3.65
595918,A.J. Cole,68086,11467,-6.51,5.79,2.95,3.42,95,5.97,3.27
454560,A.J. Ellis,47564,5677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456167,A.J. Griffin,65757,11132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543362,A.J. Jimenez,58320,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
150229,A.J. Pierzynski,1501,746,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572041,A.J. Pollock,60932,9256,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
573109,A.J. Ramos,60504,8350,13.96,2.3,3.03,3.24,82,3.02,2.73
519263,A.J. Schugel,65910,11432,-8.27,5,6.61,5.17,118,11.54,4.51
571437,Aaron Altherr,59584,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
502578,Aaron Barrett,65829,11243,1.26,4.6,2.24,3.03,81,3.81,2.57
605156,Aaron Brooks,69523,12272,-12.36,6.67,4.82,4.47,109,6.29,4.39
543070,Aaron Crow,61058,10149,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488811,Aaron Cunningham,49302,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
421685,Aaron Harang,932,1451,-16.08,4.86,4.86,4.99,121,4.49,4.87
543305,Aaron Hicks,57967,5297,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
431094,Aaron Hill,45430,6104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444836,Aaron Laffey,46279,6248,0.35,3.68,5.75,5.56,113,4.06,5.18
571901,Aaron Loup,60619,10343,-3.55,4.46,3.7,2.89,88,5.1,2.43
519145,Aaron Poreda,57147,4313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592717,Aaron Sanchez,67107,11490,7.38,3.22,4.58,4.27,115,4.29,4.43
457744,Aaron Thompson,49018,999,-1.98,5.01,3.88,4.93,111,3.63,4.85
501659,Abraham Almonte,50910,5486,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543045,Adam Conley,70300,14457,0.07,3.76,3.83,4.21,100,4.95,3.98
594807,Adam Duvall,67744,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
594809,Adam Eaton,67746,11205,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430945,Adam Jones,45435,6368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
150456,Adam Kennedy,884,19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425560,Adam LaRoche,31351,1904,0.42,0,1.1,2.61,101,1.28,1.64
571893,Adam Liberatore,66565,10637,-1.37,4.25,3.43,3.58,91,3.56,3.3
452252,Adam Lind,48037,8027,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446192,Adam Moore,52441,9362,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605388,Adam Morgan,70472,12580,-0.12,4.48,4.9,5.12,115,4.14,4.94
493603,Adam Ottavino,51434,1247,6.07,0,1.52,2.35,82,0.17,1.62
489267,Adam Rosales,49545,9682,-1.93,9,16.6,7.32,110,11.54,6.25
425794,Adam Wainwright,31361,2233,4.79,1.61,2.16,3.14,96,4.22,3.45
476589,Adam Warren,60759,9029,11.61,3.29,3.56,3.96,95,3.43,3.96
573244,Adam Wilk,60566,8421,0.1,4.5,10.6,5.61,104,11.2,3.96
592665,Addison Reed,67085,10586,-0.82,3.38,3.05,4.04,91,4.06,3.66
608365,Addison Russell,70633,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
588751,Adeiny Hechavarria,66810,10459,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
134181,Adrian Beltre,340,639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
408236,Adrian Gonzalez,31485,1908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543589,Adrian Nieto,58494,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
518545,Adron Chambers,55708,7995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592570,Akeel Morris,67057,12185,-4.72,67.5,36.16,21.06,114,38.89,12.59
456379,Al Alburquerque,52489,6324,-1.28,4.21,3.72,4.07,102,4.04,4.04
405395,Albert Pujols,204,1177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501227,Alberto Cabrera,51738,8352,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430948,Alberto Callaspo,33433,3336,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
471868,Alberto Gonzalez,47675,4906,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444876,Alcides Escobar,47625,6310,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
649557,Aledmys Diaz,34706,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
457477,Alejandro De Aza,45858,3371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
593700,Alen Hanson,67472,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
488671,Alex Avila,58899,7476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488751,Alex Burnett,49272,4065,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543008,Alex Castellanos,58239,7223,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592222,Alex Claudio,66960,12890,-1.58,2.87,6.1,4.23,102,3.94,3.84
502171,Alex Cobb,50167,6562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
517008,Alex Colome,55735,6661,-1.69,3.94,3.52,4.05,93,4.1,3.99
543105,Alex Dickerson,65961,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
136460,Alex Gonzalez,502,520,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
460086,Alex Gordon,52054,5209,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
648717,Alex Guerrero,53590,15670,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572910,Alex Hassan,60258,9959,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
499926,Alex Liddi,51542,5411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543542,Alex Meyer,70760,12833,-3.45,16.88,13.98,8.13,110,15.65,6.57
502100,Alex Presley,50126,5305,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425567,Alex Rios,31640,2090,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
121347,Alex Rodriguez,1292,1274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502253,Alex Sanabia,50207,5350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456776,Alex Torres,52546,7038,-2.36,3.15,5.75,4.79,119,5.05,4.7
502229,Alex White,65814,10054,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543935,Alex Wilson,60051,9239,10.33,2.19,3.5,4.21,102,2.68,3.94
622072,Alex Wood,100718,13781,8.33,3.84,3.72,3.9,103,3.89,4.17
493351,Alexei Ramirez,51421,5133,0.42,0,6.1,9.09,106,7.84,5.8
506560,Alexi Amarista,55889,9063,0.48,0,3.16,7.56,102,3.7,13.01
458210,Alexi Casilla,45799,5248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
468396,Alexi Ogando,49910,10261,3.48,3.99,5.29,4.54,115,4.57,4.18
469686,Alfredo Aceves,46928,5164,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451628,Alfredo Figaro,52453,8404,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501245,Alfredo Marte,51755,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
430580,Alfredo Simon,45581,2155,-17.24,5.05,4.74,4.78,118,4.52,4.88
455378,Ali Solis,52362,8848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488852,Allan Dykstra,57813,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
501800,Allen Craig,51043,3433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543903,Allen Webster,58787,3993,-9.83,5.81,8.39,6.02,139,7.42,5.93
607237,Amir Garrett,70946,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
444843,Andre Ethier,45962,6265,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
516589,Andre Rienzo,56638,3507,-7.16,5.95,5.09,5.25,115,4.94,5.03
592743,Andrelton Simmons,67119,10847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
433217,Andres Blanco,32835,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
400083,Andres Torres,1455,1488,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452027,Andrew Albers,52617,7853,-1.05,3.38,9.48,5.74,111,3.79,6.46
457732,Andrew Bailey,51989,1368,-2.6,5.19,6.45,5.69,109,4.58,5.14
518500,Andrew Brown,55633,3837,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446398,Andrew Carignan,57666,2431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488768,Andrew Cashner,58136,8782,-24.31,4.34,3.88,3.84,104,4.86,4
605177,Andrew Chafin,70436,12988,8.45,2.76,3.38,3.75,104,2.72,3.7
571760,Andrew Heaney,99874,15423,9.31,3.49,3.7,4.41,100,3.75,4.31
518911,Andrew Lambo,56566,5386,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457705,Andrew McCutchen,46400,9847,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605374,Andrew McKirahan,70471,12870,-7.13,5.93,3.82,3.92,107,5.18,3.77
453192,Andrew Miller,49617,6785,17.14,2.04,2.13,2.06,53,2.22,1.72
461865,Andrew Romine,54877,1159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572180,Andrew Susac,70779,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
476531,Andrew Taylor,58730,7896,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
599819,Andrew Werner,69017,11783,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
116662,Andruw Jones,86,96,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543108,Andy Dirks,57797,6453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451188,Andy LaRoche,45443,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
429708,Andy Marte,31354,3203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501989,Andy Oliver,64670,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
519107,Andy Parrino,57265,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
519421,Andy Wilkins,65923,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
553970,Angel Nesbitt,66094,13415,-4.16,5.4,4.67,4.93,109,4.25,4.37
434636,Angel Pagan,40737,2918,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
447816,Angel Sanchez,48867,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
434671,Anibal Sanchez,45578,3284,-13.19,4.99,4.7,4.03,110,4.37,4.03
542914,Anthony Bass,58823,7982,-0.14,4.5,3.7,4.03,101,4.3,3.92
543101,Anthony DeSclafani,70803,13050,0.35,4.05,3.7,3.97,98,3.96,4.08
543238,Anthony Gose,57905,5097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519168,Anthony Ranaudo,68405,11424,-7.6,7.63,5.13,5.77,112,5.42,5.24
489232,Anthony Recker,46537,4063,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543685,Anthony Rendon,70755,12861,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519203,Anthony Rizzo,57514,3473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
461872,Anthony Swarzak,46761,7466,-2.44,3.38,3.03,3.3,96,5.49,3.32
460008,Anthony Varvaro,52044,2385,-2.11,4.09,3.29,4.52,107,5.3,4.61
460322,Antoan Richardson,48676,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
455374,Antonio Bastardo,52360,8844,7.42,2.98,3.35,4.27,91,2.81,3.54
133380,Aramis Ramirez,734,1002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605151,Archie Bradley,70431,12918,-6.3,5.8,4.98,5.15,121,5.18,5.28
570489,Arismendy Alcantara,66268,10711,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
504186,Arnold Leon,50390,5595,-3.4,4.39,4.15,4.33,103,4.43,4.13
527055,Arodys Vizcaino,58775,5498,9.73,1.6,2.51,3.5,87,3.35,3.25
547973,Aroldis Chapman,53014,10233,16.45,1.63,1.97,2.49,61,2.48,2.09
491708,Arquimedes Caminero,51195,8992,0.93,3.62,3.83,3.77,101,3.83,3.47
452678,Asdrubal Cabrera,45398,4962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592879,Asher Wojciechowski,67154,10836,-6.06,7.16,4.02,4.9,103,8.43,4.56
542233,Audry Perez,58532,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
542866,Austin Adams,59978,7411,0.98,3.78,3.67,4.7,109,4.74,4.39
605131,Austin Barnes,69513,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
457706,Austin Jackson,47939,9848,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
400290,Austin Kearns,783,332,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519222,Austin Romine,57520,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
541645,Avisail Garcia,59016,5760,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543725,B.J. Rosenberg,58871,7183,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446264,Barry Enright,57338,2412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
217096,Barry Zito,969,944,-5.26,10.29,12.53,7.66,125,14.49,7.33
112526,Bartolo Colon,395,375,-5.99,4.16,3.87,3.94,103,4.57,4.02
450204,Ben Francisco,35575,4677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572019,Ben Paulsen,60645,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
519184,Ben Revere,56615,4712,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594985,Ben Rowen,67863,10983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
450314,Ben Zobrist,45495,7435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
435538,Bill Bray,45609,8538,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
407849,Bill Hall,133,1605,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434438,Billy Buckner,47164,8253,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542993,Billy Burns,70296,12701,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456714,Billy Butler,45396,7399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571740,Billy Hamilton,59654,10199,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430641,Blaine Boyer,33003,2237,-0.09,2.49,3.97,4.36,109,3.61,4.41
543278,Blaine Hardy,57948,6499,-0.31,3.08,2.86,4.08,95,3.33,3.78
518444,Blake Beavan,57741,338,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
503351,Blake Lalli,50568,9246,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453284,Blake Parker,51962,5224,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
596119,Blake Swihart,70407,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
493574,Blake Tekotte,58733,8810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
595014,Blake Treinen,68804,12572,6.87,3.86,3.52,3.31,95,4.17,3.28
502028,Blake Wood,50095,1345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
544759,Bo Schultz,58646,5028,4.41,3.56,4.83,4.21,110,3.62,3.95
445090,Bobby Korecky,38132,4608,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489039,Bobby LaFromboise,58369,7758,3.33,1.13,3.16,2.98,97,1.54,2.53
458730,Bobby Parnell,48365,9926,-9.61,6.38,4.2,5.22,126,7.38,5.41
435064,Bobby Wilson,49220,6564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457429,Boone Logan,47921,5525,-8.08,4.33,3.64,4.06,93,4.24,3.37
502202,Brad Boxberger,65809,10133,-1.97,3.71,4.23,4,93,4.63,3.5
542960,Brad Brach,58089,6627,9.56,2.72,3.44,3.61,86,3.1,3.43
543223,Brad Glenn,59995,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
543272,Brad Hand,57938,9111,-12.13,5.3,4.1,4.26,112,5.81,4.31
453184,Brad Lincoln,51929,4241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543543,Brad Miller,65980,12775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502166,Brad Mills,56121,4420,-0.36,5.4,6.5,6.59,113,5.99,6.12
502748,Brad Peacock,57086,5401,-0.34,5.4,3.7,5.51,106,6.44,5.23
207267,Brad Penny,524,535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430957,Brad Snyder,45477,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
446899,Brad Ziegler,49218,7293,19.91,1.85,3.47,3.48,107,2.27,2.81
543266,Bradin Hagens,60000,7422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572038,Branden Pinder,69224,12093,-0.14,2.93,4.69,4.45,107,5.16,4.26
450315,Brandon Allen,46899,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
572702,Brandon Bantz,60162,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
488681,Brandon Barnes,49251,629,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
545404,Brandon Beachy,58054,8851,-3.53,7.88,5.79,6.16,110,7.2,6.32
474832,Brandon Belt,65767,10264,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543063,Brandon Crawford,57758,5343,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592238,Brandon Cumpton,66968,11366,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594792,Brandon Cunniff,67736,11509,-2.11,4.63,4.42,4.17,106,3.74,4.16
592273,Brandon Drury,66982,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
605232,Brandon Finnegan,71272,16208,3.58,3.56,4.8,3.77,108,4.24,3.77
460156,Brandon Gomes,56355,2267,2.54,4.27,4.73,4.73,108,4.53,4.04
446386,Brandon Guyer,57379,2636,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518794,Brandon Hicks,56450,4003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
276346,Brandon Inge,1425,470,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
445213,Brandon Kintzler,46298,9939,-4.46,6.43,5.16,3.7,106,9.21,3.82
477186,Brandon Laird,56561,5476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
434181,Brandon League,38373,3731,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
407193,Brandon Lyon,999,1312,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543506,Brandon Maurer,58933,4878,3.43,3,3.34,3.85,99,2.7,3.69
435221,Brandon McCarthy,45558,4662,-5.75,5.87,6.25,2.67,97,7.07,2.61
453344,Brandon Morrow,52232,9346,6.39,2.73,3.59,3.72,103,3.8,3.95
461235,Brandon Moss,45457,4467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
408252,Brandon Phillips,1113,791,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474319,Brandon Snyder,48762,9856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519443,Brandon Workman,68414,11428,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430910,Brayan Pena,40947,3231,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
500903,Brayan Villarreal,51682,5180,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430593,Brendan Harris,31407,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
453895,Brendan Ryan,45472,6073,1.01,0,3.1,5.35,109,1.66,6.16
453269,Brennan Boesch,51955,914,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452121,Brent Lillibridge,46295,3501,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543569,Brent Morel,58918,6402,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474463,Brett Anderson,57286,8223,-0.47,3.69,3.97,3.51,110,4.37,3.46
594762,Brett Bochy,68748,11867,1.55,0,3.16,5.1,101,1.57,3.54
448276,Brett Carroll,47233,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
446399,Brett Cecil,55695,2660,11.99,2.48,2.31,2.39,67,2.61,2.11
458731,Brett Gardner,47454,9927,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451109,Brett Hayes,47723,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
571804,Brett Jackson,59668,9632,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543434,Brett Lawrie,60009,5247,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543493,Brett Marshall,58419,5364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519085,Brett Oberholtzer,58503,3855,-3.2,4.46,4.46,4.75,112,5.76,4.81
489209,Brett Pill,51815,5834,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
477165,Brett Wallace,58779,8434,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444448,Brian Bixler,45731,8055,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
460131,Brian Bogusevic,45739,4719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430663,Brian Bruney,33208,1929,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572821,Brian Dozier,60219,9810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488846,Brian Duensing,45951,4064,1.41,4.25,4.99,5.11,119,4.33,4.88
543169,Brian Flynn,69169,12027,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571718,Brian Goodwin,70764,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
451085,Brian Matusz,58985,2646,2.85,2.94,3.55,3.94,88,3.47,3.27
435263,Brian McCann,45449,4810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
406878,Brian Roberts,1240,166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489295,Brian Schlitter,57320,3599,-4.74,7.36,6.43,3.87,114,8.77,3.33
451216,Brian Wilson,49215,6485,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571788,Brock Holt,59664,9345,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453857,Brock Peterson,48586,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
276520,Bronson Arroyo,702,978,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453156,Brooks Brown,51924,5679,-0.3,4.91,4.28,4.76,116,3.17,4.72
462405,Brooks Conrad,31323,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
548384,Brooks Raley,59507,10061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501852,Bruce Billings,55579,3044,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
136600,Bruce Chen,762,769,-5.87,12.79,8.47,4.44,109,14.99,4.58
541652,Bruce Rondon,60936,5766,-4.92,5.81,4.07,4.22,99,4.66,3.92
457762,Bryan Anderson,46972,9871,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592407,Bryan Holaday,67016,11287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
445933,Bryan LaHair,46282,5462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571951,Bryan Mitchell,66570,11479,-9.35,6.37,4.72,4.04,108,5.93,3.97
457768,Bryan Morris,51993,10234,-0.22,3.14,3.67,4.01,111,5,3.75
519128,Bryan Petersen,57494,2567,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
458669,Bryan Price,58555,8436,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543766,Bryan Shaw,58661,8110,1.6,2.95,3.98,3.72,100,4.25,3.54
518490,Bryce Brentz,65858,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
547180,Bryce Harper,66018,11579,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571656,Buck Farmer,100067,14814,-14.36,7.36,6.63,5.44,124,6.79,5.07
502032,Bud Norris,50098,9492,-25.8,6.72,5.02,4.29,109,6.54,4.17
542953,Buddy Boshers,58082,8490,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
234194,Buddy Carlyle,16850,2010,-0.06,5.63,2.04,3.67,102,4.18,3.39
572143,Burch Smith,68471,12784,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488674,Burke Badenhop,45681,9736,-4.58,3.93,3.76,4.67,110,3.66,4.49
457763,Buster Posey,58548,9166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
547348,C.C. Lee,59464,5177,-0.32,5.4,1.3,2.22,98,10.62,2.7
543068,C.J. Cron,70301,12546,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518674,C.J. Fick,56259,7978,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592677,C.J. Riefenhauser,67092,11193,-1.11,5.52,6.24,5.93,121,6.01,5.51
450351,C.J. Wilson,31711,3580,2.35,3.89,3.99,4.24,102,4.09,4.2
