mlb_id,mlb_name,bp_id,fangraphs,fg_RE24,bp_ERA,bp_FIP,fg_xFIP,bp_cFIP,bp_DRA,fg_SIERA
488683,Scott Barnes,58048,8718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453222,Scott Carroll,57667,888,-2.22,3.44,3.65,4.14,103,4.79,3.68
571577,Scott Copeland,66520,10706,-3.39,6.46,3.56,3.8,111,7.07,4.4
539438,Scott Diamond,57790,5089,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
275933,Scott Downs,398,773,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
455092,Scott Elbert,45523,7489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
444857,Scott Feldman,45622,6283,1.99,3.9,4.29,4.09,111,4.7,4.44
430668,Scott Hairston,31426,1926,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
431148,Scott Kazmir,31506,4897,9.88,3.1,3.95,4.14,101,3.89,4.1
453186,Scott Maine,57195,885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
445599,Scott Moore,45453,4390,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
623184,Scott Oberg,101264,13911,3.05,5.09,5.78,4.74,122,4.72,4.43
446488,Scott Rice,41653,2743,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446341,Scott Richmond,57747,4307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594988,Scott Schebler,67866,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
502003,Scott Sizemore,50086,2881,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
607087,Scott Snodgress,69860,12020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
475100,Scott Van Slyke,46792,4365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430634,Sean Burnett,31544,1886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592231,Sean Coyle,66964,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
448281,Sean Doolittle,53253,1581,0.09,3.95,2.96,3.98,94,3.45,3.29
543219,Sean Gilmartin,65965,12781,5.71,2.67,2.78,3.82,93,3.76,3.44
488936,Sean Halton,59225,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
445156,Sean Marshall,48179,5905,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543594,Sean Nolin,65982,11341,-4.59,5.28,5.1,5.53,119,4.97,5.47
457711,Sean O'Sullivan,51986,9137,-14.62,6.08,6.2,5.37,129,6.23,5.18
446481,Sean Rodriguez,45471,6589,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489265,Sergio Romo,49543,9817,7.31,2.98,1.94,2.42,70,3.63,2.17
435045,Sergio Santos,42394,4734,-0.51,4.96,4.62,3.48,103,5.45,3.41
595307,Seth Maness,68920,12235,-2.88,4.26,3.81,3.53,103,5.65,3.31
519229,Seth Rosin,65904,10606,-3.99,22.5,12.66,7.61,115,26.23,5.58
452234,Seth Smith,48892,7331,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
605894,Severino Gonzalez,69116,14697,-12.37,7.92,4.53,4.26,104,6.18,3.93
623406,Shae Simmons,101412,14200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572888,Shane Greene,60907,10756,-25.46,6.88,5.11,4.76,118,6.38,4.82
400076,Shane Loux,1432,1613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451089,Shane Peterson,58267,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
453203,Shane Robinson,51936,4249,0.36,0,4.1,5.61,104,1.32,5.98
425664,Shane Victorino,16634,1677,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451788,Shaun Marcum,45553,6204,-1.83,5.4,5.76,4.35,107,5.27,4.1
542888,Shawn Armstrong,70293,12857,2.31,2.25,2.73,2.43,89,2.8,1.93
429718,Shawn Hill,36960,1882,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518875,Shawn Kelley,56533,7773,2.17,2.45,2.6,2.91,76,2.69,2.55
502523,Shawn O'Malley,50314,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
474521,Shawn Tolleson,65765,10481,13.88,2.99,3.41,3.31,80,3.78,2.92
571946,Shelby Miller,60626,10197,11.82,3.02,3.47,4.07,97,3.16,4.16
425783,Shin-Soo Choo,31672,3174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501563,Simon Castro,50837,9243,2.15,6.1,3.16,4.13,105,3.72,4
435401,Skip Schumaker,42557,3704,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
593647,Socrates Brito,67422,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
543243,Sonny Gray,70306,12768,29.33,2.73,3.42,3.69,90,2.77,3.8
607359,Spencer Patton,69954,12361,-10.49,9,5.48,4.34,101,5.5,3.57
516770,Starlin Castro,57278,4579,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
516782,Starling Marte,56034,9241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
552662,Stefen Romero,59550,11746,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452220,Stephen Drew,45606,4251,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543155,Stephen Fife,57836,8077,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543668,Stephen Pryor,65986,10663,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
544931,Stephen Strasburg,61056,10131,3.12,3.46,2.84,2.69,75,3.96,2.76
519390,Stephen Vogt,56945,5000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571441,Steve Ames,60681,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
518553,Steve Cishek,55725,6483,-6.77,3.58,3.88,4.33,107,4.71,4.15
502182,Steve Clevenger,50170,9542,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
447755,Steve Delabar,45913,11827,-6.02,5.22,4.81,4.38,104,5.38,3.82
453580,Steve Edlefsen,53289,2185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
544993,Steve Geltz,58219,8402,2.18,3.74,4.08,4.54,100,3.05,3.9
489002,Steve Johnson,49386,4053,-7.72,10.13,9.67,7.59,114,11.99,6.55
543459,Steve Lombardozzi,58394,5422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
456665,Steve Pearce,48428,9957,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519330,Steve Susdorf,58722,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
476270,Steve Tolleson,49084,4450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452722,Steven Lerud,46272,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
571927,Steven Matz,99821,13361,6.45,2.27,3.64,3.56,96,4.04,3.63
570615,Steven Moya,66299,11854,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519306,Steven Souza Jr.,56806,5667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453214,Steven Wright,56987,8185,0.35,4.09,4.98,4.85,113,4.11,4.6
516935,Stolmy Pimentel,57134,6415,1.97,3.97,3.81,4,106,3.51,3.98
516970,Sugar Ray Marimon,56023,6027,-8.01,7.36,5.23,5.86,124,6.46,5.48
519008,T.J. McFarland,58436,3237,-6.69,4.91,4.44,4.06,109,5.14,3.77
592836,Taijuan Walker,67148,11836,-10.09,4.56,4.04,3.82,96,4.15,3.69
543699,Tanner Roark,58921,8753,-6.57,4.38,4.73,4.17,114,5.22,4.16
489294,Tanner Scheppers,61061,10267,-4.8,5.63,5.43,5.27,112,5.34,4.74
605227,Taylor Featherston,70443,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
488919,Taylor Green,51783,9147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592398,Taylor Hill,68579,12515,0.26,3.75,5.08,3.87,108,6.62,3.67
518863,Taylor Jordan,59336,10466,-0.33,5.29,2.93,4.29,106,4.8,4.44
543380,Taylor Jungmann,70756,13119,4.12,3.77,3.95,4.1,105,3.84,4.11
592506,Taylor Lindsey,67045,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
460003,Taylor Teagarden,46822,5199,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543853,Taylor Thompson,60040,10019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
594027,Tayron Guerrero,67641,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
605253,Terrance Gore,69538,13658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519403,Thad Weber,58292,8036,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474494,Thomas Field,57835,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
489166,Thomas Neal,51808,9461,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542921,Tim Beckham,58058,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
572718,Tim Berry,66625,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
525768,Tim Collins,57679,3164,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
608641,Tim Cooney,100289,13762,0.02,3.16,3.61,3.94,96,5.17,3.91
457422,Tim Dillard,47352,5518,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543148,Tim Federowicz,58217,8609,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
218596,Tim Hudson,938,921,-5.91,4.44,4.56,4.29,124,5.17,4.41
453311,Tim Lincecum,51967,5705,-5.23,4.13,4.31,4.64,118,5.24,4.82
431162,Tim Stauffer,45617,6432,-10.59,6.97,6.99,4.73,115,9.49,4.34
543334,TJ House,60836,9121,-11.86,13.15,6.26,5.86,118,9.22,5.8
434298,Todd Coffey,33967,2467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592239,Todd Cunningham,66969,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
453943,Todd Frazier,53395,785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
445170,Todd Redmond,48532,9943,-3.03,7.31,5.42,5.68,111,6.48,4.93
452733,Tom Gorzelanny,45530,6244,-7.53,5.95,4.5,4.97,109,5.83,4.48
543408,Tom Koehler,58356,6570,-13.87,4.08,4.56,4.58,119,4.69,4.67
452666,Tom Wilhelmsen,65756,9975,-0.65,3.19,3.3,4.22,96,3.76,3.89
542513,Tomas Telis,59818,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
462102,Tommy Hanson,52080,9129,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
459415,Tommy Hottovy,45539,7542,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488984,Tommy Hunter,57403,1157,4.41,4.18,3.82,3.89,98,4.05,3.61
571830,Tommy Joseph,66557,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
592454,Tommy Kahnle,67028,11384,-1.63,4.86,4.51,4.11,106,4.45,4.48
600303,Tommy La Stella,69305,12371,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518927,Tommy Layne,55935,7501,6.5,3.97,3.86,4,104,3.56,4
523265,Tommy Medica,65927,11147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543548,Tommy Milone,58459,7608,3.34,3.92,4.27,4.22,105,4.03,4.39
502054,Tommy Pham,50106,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
473234,Tony Abreu,46923,5053,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542999,Tony Campana,58124,4964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571561,Tony Cingrani,70349,12555,-9.63,5.67,4.51,4.6,106,5.51,4.38
488810,Tony Cruz,55765,2802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
448242,Tony Gwynn Jr.,45423,6141,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
506997,Tony Sanchez,59319,6178,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
448609,Tony Sipp,46630,8280,9.52,1.99,2.9,3.34,83,3.1,2.76
453265,Tony Watson,56957,3132,17.94,1.91,2.87,3.6,90,2.6,3.29
547172,Tony Wolters,66017,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
116338,Torii Hunter,1480,731,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
429715,Travis Blackley,31670,3234,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
459941,Travis Buck,47162,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
518595,Travis d'Arnaud,55784,7739,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
400098,Travis Hafner,1264,1573,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
448170,Travis Ishikawa,37362,4793,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543768,Travis Shaw,69188,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
501983,Travis Snider,50073,2830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
475243,Travis Wood,49168,9884,0.72,3.84,3.43,3.59,88,3.91,3.26
572204,Trayce Thompson,60737,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
477054,Trayvon Robinson,48550,9875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
545333,Trevor Bauer,70335,12703,-3.23,4.55,4.3,4.28,106,4.16,4.2
457707,Trevor Bell,47068,7074,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502239,Trevor Cahill,50199,6249,-10.79,5.4,3.95,3.5,107,4.76,3.33
460067,Trevor Crowe,47391,3402,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543507,Trevor May,58911,6398,-0.14,4,3.22,3.76,83,4.43,3.53
461858,Trevor Plouffe,46607,7462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
572096,Trevor Rosenthal,60664,10745,12.38,2.1,2.45,3.19,78,3.59,2.87
461856,Troy Patton,48398,8368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
453064,Troy Tulowitzki,46724,3531,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
493159,Tsuyoshi Wada,51334,13046,0.67,3.62,4.37,3.7,99,5.52,3.78
571466,Tucker Barnhart,59592,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
488912,Tuffy Gosewisch,49364,5277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
571841,Ty Kelly,60927,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
421064,Ty Wigginton,592,1491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542881,Tyler Anderson,65947,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
592122,Tyler Austin,66927,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
543022,Tyler Chatwood,58241,4338,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
461325,Tyler Clippard,45514,5640,7.08,2.92,4.27,5.3,104,3.45,4.5
543031,Tyler Cloyd,58155,8536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
607385,Tyler Collins,70568,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
502125,Tyler Colvin,50137,5310,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452095,Tyler Flowers,52532,9134,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488917,Tyler Graham,51782,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
460022,Tyler Greene,47770,4675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
534627,Tyler Holt,65939,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
502285,Tyler Ladendorf,58250,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
544928,Tyler Lyons,68438,11334,-3.1,3.75,4.56,3.46,101,5.5,3.42
554431,Tyler Matzek,66214,10058,0.79,4.09,5.98,6.38,124,5.67,6.45
489138,Tyler Moore,58470,7244,0.14,0,7.66,7.63,105,3.73,4.48
621397,Tyler Olson,102149,14741,-2.27,5.4,6.33,6.07,113,8.18,5.8
543629,Tyler Pastornicky,58524,6777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502356,Tyler Robertson,50248,3223,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
573135,Tyler Saladino,66662,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
572140,Tyler Skaggs,61000,10190,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
592804,Tyler Thornburg,67137,10688,-3.76,3.67,5.14,4.27,105,4.67,3.58
592869,Tyler Wilson,68721,12691,3.1,3.5,3.74,4.93,114,4.87,5.08
592433,Tyrell Jenkins,67022,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
445204,Tyson Brummett,52875,509,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
475115,Tyson Ross,58617,7872,16.3,3.26,3,3.15,87,3.49,3.35
434622,Ubaldo Jimenez,37512,3374,5.64,4.11,3.98,3.83,94,4.2,3.93
474699,Vance Worley,58195,6435,-5.27,4.02,3.85,4.32,110,5.54,4.28
502195,Vic Black,61032,9195,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
469690,Victor Marte,54154,5158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
400121,Victor Martinez,1105,393,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
573064,Vidal Nuno,60488,9674,1.54,3.74,4.39,4.01,100,4.45,3.62
476570,Vin Mazzaro,49777,5231,-1.87,3.75,3.66,5.72,113,5.55,5.46
572714,Vince Belnome,60169,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
592826,Vincent Velasquez,67143,11189,-2.62,4.37,3.43,4.15,94,4.72,3.74
502260,Vinnie Pestano,57123,4782,-8.95,5.4,6.53,6,104,8.32,4.7
451584,Wade Davis,47360,7441,28.46,0.94,2.26,3.07,70,1.67,2.61
453281,Wade LeBlanc,51959,5221,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489119,Wade Miley,58453,8779,0.37,4.46,3.78,4.08,98,3.95,4.24
434643,Wandy Rodriguez,45618,2586,-8.76,4.9,4.3,4.43,102,5.01,4.49
623913,Wei-Chung Wang,102199,14382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
612672,Wei-Yin Chen,53026,13071,16.65,3.34,4.13,4.01,97,4.18,3.97
456078,Welington Castillo,52461,3256,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
449079,Wesley Wright,49178,5960,-0.05,3.68,4.74,5.21,107,2.69,4.76
571976,Wil Myers,60635,10047,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
408242,Wil Nieves,11429,1556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
541600,Wilfredo Tovar,59407,10416,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501647,Wilin Rosario,50900,8002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
457133,Wilkin Ramirez,48734,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
516853,Wilking Rodriguez,56674,8801,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
501789,Will Harris,51032,3192,21.56,1.9,3.63,3.31,94,2.37,3.11
605342,Will Locante,70834,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
519025,Will Middlebrooks,58259,7002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
349193,Will Ohman,17455,296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489242,Will Rhymes,46601,9802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519293,Will Smith,58281,8048,6.32,2.7,2.5,2.75,72,3.23,2.39
461416,Will Venable,49138,211,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
554234,Williams Perez,66155,11592,-6.85,4.78,4.9,4.79,126,5.1,4.87
217100,Willie Bloomquist,1139,1066,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
407483,Willie Harris,1536,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
591994,Willy Garcia,66914,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
594694,Wilmer Difo,67700,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
527038,Wilmer Flores,57850,5827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
521655,Wilmer Font,56278,5257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
400140,Wilson Betemit,19093,1861,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
467092,Wilson Ramos,49829,1433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446641,Wilton Lopez,55973,4227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
503449,Wily Peralta,50538,7738,-9.13,4.72,4.86,4.57,121,5.85,4.75
592144,Wynton Bernard,100197,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
593428,Xander Bogaerts,67248,12161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
542897,Xavier Avery,58035,8471,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
458584,Xavier Cedeno,47243,36,11.58,2.35,3.24,3.16,92,3.21,2.93
294558,Xavier Nady,16624,1658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
449082,Xavier Paul,48402,5963,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
489305,Xavier Scruggs,58649,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
592680,Yadiel Rivera,67093,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
425877,Yadier Molina,31391,7007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543228,Yan Gomes,60834,9627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
500208,Yangervis Solarte,51557,5352,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
624577,Yasiel Puig,101652,14225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
518735,Yasmani Grandal,65870,11368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
630111,Yasmany Tomas,102355,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
593479,Yean Carlos Gil,67298,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
554340,Yimi Garcia,66174,12095,1.8,3.34,3.23,3.4,82,3.09,2.56
493316,Yoenis Cespedes,53004,13110,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
500721,Yoervis Medina,51591,10498,-2.71,4.71,4.41,5.08,114,5.9,4.72
456071,Yohan Flande,52458,5057,-0.16,4.74,5.71,4.2,121,4.8,4.23
464416,Yohan Pino,46591,6955,1.05,3.26,3.57,4.32,100,5.18,4.06
475174,Yonder Alonso,58012,2530,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
570649,Yordano Ventura,66326,11855,4.7,4.08,3.54,3.6,92,4.08,3.69
550298,Yorman Rodriguez,60954,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
150275,Yorvit Torrealba,476,1135,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
506648,Yoslan Herrera,53698,7759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
451596,Yovani Gallardo,47591,8173,18.39,3.42,3.97,4.31,102,4.02,4.59
506433,Yu Darvish,53155,13074,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
488862,Yunel Escobar,49341,4191,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
493337,Yunesky Maya,51412,11420,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
433589,Yusmeiro Petit,45571,4020,2.75,3.67,4.12,4.35,106,4.57,3.84
573127,Zac Rosscup,60509,9419,-5.26,4.39,4.89,4.03,101,6.21,3.7
502154,Zach Britton,50155,3240,19.5,1.92,1.98,1.75,62,2.2,1.21
503483,Zach Clark,50602,9189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
435043,Zach Duke,45522,3840,2.96,3.41,4.59,3.59,100,4.52,3.47
545346,Zach Lee,68440,11468,-4.23,13.5,5.3,3.44,110,13.76,3.68
518963,Zach Lutz,55999,3735,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
502083,Zach McAllister,50118,2895,1.32,3,3.12,3.26,81,4.26,2.87
435261,Zach Miner,31357,3193,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
452061,Zach Phillips,48644,99,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
474029,Zach Putnam,58563,9080,-4.29,4.07,4.07,3.44,87,4.41,3.09
543819,Zach Stewart,58285,7397,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
595025,Zach Walters,67886,10622,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
446359,Zack Cozart,55752,2616,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
425844,Zack Greinke,31734,1943,55.48,1.66,2.79,3.22,82,2.17,3.27
554430,Zack Wheeler,66213,10310,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
543809,Zeke Spruill,58696,3873,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
519412,Zelous Wheeler,56964,#NAME?,#NAME?,#N/A,#N/A,#NAME?,#N/A,#N/A,#NAME?
501660,Zoilo Almonte,50911,6732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
116380,Raul Ibanez,1382,607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
116539,Derek Jeter,1589,826,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
117244,Paul Konerko,1542,242,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
136767,Eric Chavez,923,906,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
