"Name","Team","IP","RE24","ERA","ERA-","tERA","FIP","xFIP","xFIP-","SIERA","FIP-","playerid"
"Hector Santiago","Angels","180.2","0.93","3.59","94","4.20","4.77","5.00","124","4.50","122","4026"
"Logan Verrett","- - -","47.2","2.93","3.59","93","4.04","4.20","4.15","106","3.90","107","12905"
"Aaron Nola","Phillies","77.2","5.93","3.59","92","4.37","4.04","3.58","92","3.66","102","16149"
"Patrick Corbin","Diamondbacks","85.0","6.83","3.60","88","4.30","3.35","3.27","84","3.44","86","9323"
"Casey Sadler","Pirates","5.0","0.52","3.60","96","6.32","4.33","2.62","68","3.05","114","11209"
"Dan Haren","- - -","187.1","8.82","3.60","92","4.80","4.61","4.69","121","4.48","121","1757"
"J.A. Happ","- - -","172.0","4.94","3.61","94","3.96","3.41","3.69","92","3.82","88","7410"
"Arquimedes Caminero","Pirates","74.2","0.93","3.62","96","4.26","3.80","3.77","97","3.47","101","8992"
"Tsuyoshi Wada","Cubs","32.1","0.67","3.62","93","4.80","4.34","3.70","95","3.78","111","13046"
"Mike Bolsinger","Dodgers","109.1","-2.39","3.62","97","3.90","3.91","3.82","98","4.04","102","11137"
"Pat Neshek","Astros","54.2","1.89","3.62","90","4.42","3.94","3.93","97","3.34","96","4682"
"Carlos Carrasco","Indians","183.2","12.12","3.63","91","3.03","2.84","2.66","66","2.74","70","6632"
"Jake Petricka","White Sox","52.0","6.93","3.63","89","3.81","3.46","3.76","93","3.45","83","10534"
"Joe Ross","Nationals","76.2","2.55","3.64","93","3.36","3.42","3.62","93","3.66","89","12972"
"Cole Hamels","- - -","212.1","18.43","3.65","90","3.92","3.47","3.40","86","3.45","86","4972"
"Garrett Richards","Angels","207.1","-1.04","3.65","96","3.69","3.86","3.80","94","3.94","99","9784"
"Jordan Zimmermann","Nationals","201.2","5.74","3.66","93","4.21","3.75","3.82","98","3.83","98","4505"
"Drew Pomeranz","Athletics","86.0","-5.25","3.66","94","3.83","3.62","3.89","96","3.73","91","11426"
"Mitchell Harris","Cardinals","27.0","-0.12","3.67","96","4.78","5.39","5.49","141","5.14","140","4530"
"Hansel Robles","Mets","54.0","-3.70","3.67","99","3.56","3.91","3.79","98","3.05","101","11801"
"Tyler Thornburg","Brewers","34.1","-3.76","3.67","91","5.93","5.11","4.27","110","3.58","126","10688"
"Yusmeiro Petit","Giants","76.0","2.75","3.67","102","4.07","4.09","4.35","112","3.84","112","4020"
"Nate Karns","Rays","147.0","7.09","3.67","95","4.33","4.09","3.90","97","3.90","103","12638"
"Aaron Laffey","Rockies","7.1","0.35","3.68","80","6.95","5.73","5.56","143","5.18","136","6248"
"Wesley Wright","- - -","7.1","-0.05","3.68","94","5.14","4.77","5.21","129","4.76","121","5960"
"Chris Hatcher","Dodgers","39.0","-5.35","3.69","99","3.20","3.39","3.57","92","2.99","88","3299"
"Mike Fiers","- - -","180.1","-0.24","3.69","91","4.30","4.03","4.04","103","3.84","99","7754"
"Brett Anderson","Dodgers","180.1","-0.47","3.69","99","3.75","3.94","3.51","91","3.46","102","8223"
"Mike Leake","- - -","192.0","7.42","3.70","96","4.83","4.20","3.93","101","4.19","108","10130"
"Zachary Davies","Brewers","34.0","1.90","3.71","91","4.57","3.81","3.96","102","4.34","94","13183"
"Brad Boxberger","Rays","63.0","-1.97","3.71","96","4.32","4.26","4.00","99","3.50","108","10133"
"Ross Ohlendorf","Rangers","19.1","1.61","3.72","87","5.70","4.94","4.09","101","3.63","119","8268"
"Luke Hochevar","Royals","50.2","-2.46","3.73","92","3.84","4.00","4.19","104","3.51","100","6943"
"Vidal Nuno","- - -","89.0","1.54","3.74","96","4.15","4.42","4.01","100","3.62","112","9674"
"Steve Geltz","Rays","67.1","2.18","3.74","97","3.62","4.11","4.54","112","3.90","104","8402"
"Jason Hammel","Cubs","170.2","-2.50","3.74","96","4.45","3.68","3.47","90","3.45","94","4538"
"Carlos Rodon","White Sox","139.1","0.58","3.75","92","4.61","3.87","4.03","100","4.20","93","16137"
"Erasmo Ramirez","Rays","163.1","5.35","3.75","97","3.95","3.76","3.88","96","3.90","95","10314"
"Daniel Norris","- - -","60.0","-2.24","3.75","92","4.51","4.63","4.63","115","4.44","114","13475"
"Tyler Lyons","Cardinals","60.0","-3.10","3.75","98","5.22","4.53","3.46","89","3.42","118","11334"
"Taylor Hill","Nationals","12.0","0.26","3.75","95","6.53","5.05","3.87","100","3.67","131","12515"
"Vin Mazzaro","Marlins","12.0","-1.87","3.75","96","4.57","3.63","5.72","147","5.46","97","5231"
"Adam Conley","Marlins","67.0","0.07","3.76","96","3.73","3.81","4.21","108","3.98","101","14457"
"Taylor Jungmann","Brewers","119.1","4.12","3.77","93","4.45","3.92","4.10","105","4.11","97","13119"
"Austin Adams","Indians","33.1","0.98","3.78","95","3.71","3.70","4.70","116","4.39","92","7411"
"Gio Gonzalez","Nationals","175.2","0.19","3.79","96","3.40","3.05","3.59","93","3.77","80","7448"
"Josh Collmenter","Diamondbacks","121.0","9.97","3.79","93","5.89","4.65","4.68","120","4.71","119","7312"
"Hector Neris","Phillies","40.1","-0.30","3.79","97","4.31","4.72","4.08","105","3.18","119","11804"
"Mark Buehrle","Blue Jays","198.2","0.16","3.81","93","4.94","4.26","4.46","111","4.71","104","225"
"Nicholas Tropeano","Angels","37.2","-1.24","3.82","100","2.85","2.60","3.64","90","3.58","66","12385"
"Clayton Richard","Cubs","42.1","-1.53","3.83","98","4.95","3.58","3.43","88","3.33","92","3551"
"Greg Holland","Royals","44.2","-2.36","3.83","94","3.68","3.27","3.78","93","3.82","82","7196"
"Fernando Rodriguez","Athletics","58.2","8.69","3.84","98","2.96","3.08","3.81","94","3.30","77","7558"
"Kyle Gibson","Twins","194.2","4.13","3.84","95","4.37","3.96","3.95","98","4.12","98","10123"
"Alex Wood","- - -","189.2","8.33","3.84","101","4.33","3.69","3.90","100","4.17","97","13781"
"Travis Wood","Cubs","100.2","0.72","3.84","98","3.81","3.40","3.59","93","3.26","87","9884"
"Eduardo Rodriguez","Red Sox","121.2","10.73","3.85","91","4.79","3.92","4.05","100","4.16","99","13164"
"Ian Thomas","- - -","23.1","1.85","3.86","102","4.28","3.69","3.72","96","3.79","97","13881"
"Carl Edwards","Cubs","4.2","-0.75","3.86","99","4.36","3.35","3.98","103","4.32","86","13607"
"Blake Treinen","Nationals","67.2","6.87","3.86","98","4.17","3.49","3.31","85","3.28","91","12572"
"Juan Nicasio","Dodgers","58.1","0.60","3.86","103","3.43","2.83","3.87","100","3.77","74","7731"
"Robbie Ross","Red Sox","60.2","7.50","3.86","92","5.14","4.02","3.64","90","3.47","102","6819"
"Daniel Hudson","Diamondbacks","67.2","0.38","3.86","95","4.02","3.49","3.61","93","3.36","90","7146"
"C.J. Wilson","Angels","132.0","2.35","3.89","102","4.28","4.02","4.24","105","4.20","103","3580"
"Collin McHugh","Astros","203.2","9.51","3.89","97","3.85","3.58","3.91","97","3.91","87","7531"
"James Paxton","Mariners","67.0","-4.57","3.90","101","4.09","4.31","4.35","108","4.44","110","11828"
"Chi Chi Gonzalez","Rangers","67.0","5.25","3.90","91","5.97","4.97","5.26","130","5.59","120","14663"
"Manny Parra","Reds","32.1","2.95","3.90","97","4.01","3.07","3.64","94","3.56","77","4279"
"Scott Feldman","Astros","108.1","1.99","3.90","97","5.28","4.32","4.09","101","4.44","105","6283"
"R.A. Dickey","Blue Jays","214.1","11.43","3.91","96","4.93","4.48","4.72","117","4.76","109","1245"
"Jason Motte","Cubs","48.1","2.43","3.91","100","4.06","3.61","4.76","123","4.21","92","5861"
"James Shields","Padres","202.1","5.59","3.91","105","4.53","4.45","3.70","95","3.73","116","7059"
"Tommy Milone","Twins","128.2","3.34","3.92","97","4.95","4.30","4.22","104","4.39","106","7608"
"Burke Badenhop","Reds","66.1","-4.58","3.93","98","4.13","3.74","4.67","120","4.49","93","9736"
"Alex Colome","Rays","109.2","-1.69","3.94","102","4.18","3.55","4.05","100","3.99","90","6661"
"Kyle Hendricks","Cubs","180.0","-1.77","3.95","101","3.90","3.36","3.25","84","3.37","86","12049"
"Chris Heston","Giants","177.2","-5.31","3.95","109","4.17","4.02","3.98","102","4.07","110","10302"
"Sean Doolittle","Athletics","13.2","0.09","3.95","101","2.52","2.99","3.98","98","3.29","75","1581"
"Randy Choate","Cardinals","27.1","1.44","3.95","103","3.63","3.68","3.70","95","2.91","96","813"
"Nick Martinez","Rangers","125.0","-2.11","3.96","93","6.14","4.98","4.99","124","4.92","120","12730"
"Tom Layne","Red Sox","47.2","6.50","3.97","94","4.66","3.89","4.00","99","4.00","98","7501"
"Stolmy Pimentel","Rangers","11.1","1.97","3.97","93","4.89","3.84","4.00","99","3.98","92","6415"
"Jason Vargas","Royals","43.0","-0.27","3.98","98","4.44","4.30","4.74","117","4.70","108","8044"
"Joe Beimel","Mariners","47.1","-6.64","3.99","103","5.25","5.48","5.25","130","5.00","139","979"
"Dan Jennings","White Sox","56.1","-4.99","3.99","98","3.50","3.47","3.62","89","3.43","83","8073"
"Alexi Ogando","Red Sox","65.1","3.48","3.99","95","5.94","5.32","4.54","112","4.18","135","10261"
"Ervin Santana","Twins","108.0","0.21","4.00","99","4.59","4.17","4.42","109","4.43","103","3200"
"Jose Valdez","Tigers","9.0","-2.59","4.00","98","6.32","6.47","6.04","150","5.60","160","14470"
"Marcos Mateo","Padres","27.0","-1.09","4.00","108","3.81","4.43","3.83","99","2.88","115","6869"
"Trevor May","Twins","114.2","-0.14","4.00","99","3.63","3.25","3.76","93","3.53","80","6398"
"Kris Medlen","Royals","58.1","-0.97","4.01","99","4.16","4.13","4.31","107","4.28","103","9417"
"Kevin Quackenbush","Padres","58.1","-0.07","4.01","108","3.71","3.56","3.69","95","3.37","93","12360"
"Jake Diekman","- - -","58.1","0.02","4.01","101","3.50","3.63","3.63","92","3.38","90","5003"
"Justin Nicolino","Marlins","74.0","1.96","4.01","103","5.09","4.85","5.30","136","5.59","129","11754"
"David Goforth","Brewers","24.2","-0.76","4.01","99","5.18","4.27","3.42","88","3.35","106","12166"
"David Carpenter","- - -","24.2","-0.56","4.01","99","5.96","5.24","4.99","125","4.67","128","3959"
"Ryan Mattheus","- - -","56.0","-6.95","4.02","101","4.68","3.58","4.02","103","3.91","89","7169"
"Vance Worley","Pirates","71.2","-5.27","4.02","107","4.12","3.82","4.32","111","4.28","101","6435"
"Nick Rumbelow","Yankees","15.2","2.10","4.02","99","3.99","3.84","3.87","96","3.48","92","14867"
"Julio Teheran","Braves","200.2","-4.79","4.04","105","5.09","4.40","4.19","108","4.23","116","6797"
"Anthony DeSclafani","Reds","184.2","0.35","4.05","101","4.19","3.67","3.97","102","4.08","92","13050"
"Kendall Graveman","Athletics","115.2","-2.73","4.05","104","5.05","4.60","4.30","106","4.43","116","15514"
"Justin Miller","Rockies","33.1","8.58","4.05","88","3.61","2.62","3.22","83","2.84","63","8580"
"Luis Avilan","- - -","53.1","3.16","4.05","106","4.01","3.66","3.50","90","3.28","96","2882"
"Carlos Frias","Dodgers","77.2","-4.59","4.06","108","4.84","4.32","4.27","110","4.46","112","3547"
"Dale Thayer","Padres","37.2","0.03","4.06","109","4.88","4.73","4.88","126","4.59","123","5032"
"Zach Putnam","White Sox","48.2","-4.29","4.07","100","4.48","4.10","3.44","85","3.09","98","9080"
"Kyle Crockett","Indians","17.2","1.47","4.08","102","4.35","3.53","3.71","92","3.58","87","15033"
"Yordano Ventura","Royals","163.1","4.70","4.08","100","4.00","3.57","3.60","89","3.69","89","11855"
"Danny Duffy","Royals","136.2","-1.19","4.08","101","5.23","4.43","4.64","115","4.63","111","3542"
"Tom Koehler","Marlins","187.1","-13.87","4.08","104","4.69","4.53","4.58","118","4.67","120","6570"
"Steven Wright","Red Sox","72.2","0.35","4.09","97","4.76","5.01","4.85","120","4.60","127","8185"
"Tyler Matzek","Rockies","22.0","0.79","4.09","89","7.86","5.95","6.38","164","6.45","142","10058"
"Anthony Varvaro","Red Sox","11.0","-2.11","4.09","97","4.84","3.32","4.52","112","4.61","84","2385"
"Ubaldo Jimenez","Orioles","184.0","5.64","4.11","100","4.65","4.01","3.83","95","3.93","96","3374"
"Jimmy Nelson","Brewers","177.1","-3.12","4.11","101","4.58","4.10","4.06","104","4.09","101","10547"
"Matt Andriese","Rays","65.2","-3.61","4.11","106","3.85","4.14","4.20","104","4.02","105","12022"
"Jon Niese","Mets","176.2","-14.62","4.13","112","4.72","4.41","4.11","106","4.27","114","4424"
"Tim Lincecum","Giants","76.1","-5.23","4.13","114","4.33","4.29","4.64","119","4.82","118","5705"
"Roenis Elias","Mariners","115.1","-3.58","4.14","107","4.56","4.52","4.39","109","4.29","115","12673"
"Chaz Roe","Orioles","41.1","3.33","4.14","100","4.31","3.86","3.78","93","3.62","92","9866"
"Junichi Tazawa","Red Sox","58.2","0.51","4.14","98","3.25","3.05","3.73","92","3.22","77","4079"
"Raisel Iglesias","Reds","95.1","1.86","4.15","104","4.03","3.55","3.28","85","3.26","89","17130"
"Craig Breslow","Red Sox","65.0","1.14","4.15","99","5.37","5.27","5.07","126","4.51","133","4363"
"Fernando Abad","Athletics","47.2","-3.36","4.15","106","4.92","5.50","4.49","111","3.82","139","4994"
"Noe Ramirez","Red Sox","13.0","-7.53","4.15","99","6.10","6.21","5.03","125","4.13","157","12800"
"Bartolo Colon","Mets","194.2","-5.99","4.16","113","4.00","3.84","3.94","102","4.02","99","375"
"Jorge de la Rosa","Rockies","149.0","4.13","4.17","91","5.48","4.19","3.84","99","4.10","100","2047"
"Oliver Perez","- - -","41.0","-5.90","4.17","103","3.94","3.30","3.62","92","2.98","84","1514"
"Jumbo Diaz","Reds","60.1","-0.52","4.18","104","4.29","3.80","3.20","83","2.84","95","3397"
"Tommy Hunter","- - -","60.1","4.41","4.18","103","4.29","3.83","3.89","97","3.61","94","1157"
"Jesse Chavez","Athletics","157.0","-5.82","4.18","107","4.24","3.85","3.89","96","3.99","97","5448"
"Chase Whitley","Yankees","19.1","2.40","4.19","103","4.29","4.58","4.24","105","3.97","110","10982"
"Doug Fister","Nationals","103.0","-8.27","4.19","107","5.15","4.55","4.46","115","4.47","118","9425"
"Nathan Eovaldi","Yankees","154.1","4.58","4.20","103","4.06","3.42","3.81","94","3.99","82","9132"
"John Axford","Rockies","55.2","3.25","4.20","92","4.19","3.57","3.74","96","3.66","85","9059"
"Al Alburquerque","Tigers","62.0","-1.28","4.21","104","4.55","3.75","4.07","101","4.04","92","6324"
"Chad Bettis","Rockies","115.0","5.72","4.23","92","5.24","3.85","3.89","100","4.08","92","10587"
"Ryan Dull","Athletics","17.0","0.97","4.24","108","4.92","5.37","4.05","100","3.50","135","13974"
"Matt Grace","Nationals","17.0","-8.89","4.24","108","3.85","3.08","4.03","104","3.72","80","11449"
"Fernando Salas","Angels","63.2","-1.77","4.24","111","3.39","3.15","3.23","80","2.65","81","4971"
"Radhames Liz","Pirates","23.1","-1.92","4.24","113","6.52","4.98","3.95","102","3.61","131","5843"
"Kevin Gausman","Orioles","112.1","1.59","4.25","103","4.07","4.10","3.80","94","3.68","98","14107"
"Jason Garcia","Orioles","29.2","-3.60","4.25","103","5.54","4.89","5.16","128","4.84","117","12143"
"Adam Liberatore","Dodgers","29.2","-1.37","4.25","113","3.75","3.40","3.58","92","3.30","88","10637"
"Brian Duensing","Twins","48.2","1.41","4.25","105","5.38","5.02","5.11","127","4.88","124","4064"
"Colin Rea","Padres","31.2","-1.97","4.26","115","4.03","3.45","3.93","101","4.13","90","12317"
"Mike Pelfrey","Twins","164.2","-7.64","4.26","105","4.83","4.00","4.45","110","4.59","99","5203"
"Luke Jackson","Rangers","6.1","-0.15","4.26","100","4.37","4.24","3.58","89","3.28","102","11752"
"Seth Maness","Cardinals","63.1","-2.88","4.26","111","3.98","3.78","3.53","91","3.31","99","12235"
"Brandon Gomes","Rays","59.0","2.54","4.27","110","4.28","4.76","4.73","117","4.04","120","2267"
"Ian Kennedy","Padres","168.1","-18.22","4.28","115","4.81","4.51","3.70","95","3.61","117","6986"
"David Hernandez","Diamondbacks","33.2","-1.41","4.28","105","5.05","4.74","4.13","106","3.47","122","4259"
"Ariel Pena","Brewers","27.1","-0.80","4.28","106","4.10","3.87","4.64","119","4.36","96","10240"
"Nick Hagadone","Indians","27.1","-2.56","4.28","107","4.62","3.83","4.02","99","3.75","95","1351"
"Chase Anderson","Diamondbacks","152.2","-0.59","4.30","106","5.07","4.14","4.17","107","4.26","106","6895"
"Jon Edwards","- - -","16.2","-0.78","4.32","109","6.00","6.49","5.59","141","5.01","164","1483"
"Boone Logan","Rockies","35.1","-8.08","4.33","94","4.51","3.62","4.06","104","3.37","86","5525"
"Andrew Cashner","Padres","184.2","-24.31","4.34","117","4.24","3.85","3.84","99","4.00","100","8782"
"Joel Peralta","Dodgers","29.0","-3.04","4.34","116","4.93","5.00","4.39","113","3.84","130","2332"
"Evan Scribner","Athletics","60.0","-5.97","4.35","111","4.77","4.33","2.83","70","2.41","109","7525"
"Roberto Hernandez","Astros","84.2","-5.82","4.36","108","4.85","4.48","4.53","112","4.69","109","3273"
"Vincent Velasquez","Astros","55.2","-2.62","4.37","108","3.78","3.46","4.15","103","3.74","84","11189"
"Michael Pineda","Yankees","160.2","-2.89","4.37","107","3.91","3.34","2.95","73","3.09","80","5372"
"Tanner Roark","Nationals","111.0","-6.57","4.38","111","5.35","4.70","4.17","107","4.16","122","8753"
"Chad Qualls","Astros","49.1","-1.92","4.38","109","3.39","3.52","2.99","74","2.60","86","2170"
"Arnold Leon","Athletics","26.2","-3.40","4.39","112","4.39","4.18","4.33","107","4.13","105","5595"
"Zac Rosscup","Cubs","26.2","-5.26","4.39","112","5.65","4.86","4.03","104","3.70","124","9419"
"Pat Venditte","Athletics","28.2","-1.04","4.40","113","3.63","4.15","4.95","123","4.37","104","7108"
"Phil Hughes","Twins","155.1","0.85","4.40","109","5.52","4.70","4.31","107","4.39","116","7450"
"Gonzalez Germen","- - -","38.2","1.29","4.42","101","5.92","4.79","4.93","127","4.88","115","5876"
"Tim Hudson","Giants","123.2","-5.91","4.44","123","4.79","4.53","4.29","110","4.41","124","921"
"Chris Narveson","Marlins","30.1","0.28","4.45","114","5.27","4.91","3.47","89","3.15","130","2141"
"Jim Johnson","- - -","66.2","-4.69","4.46","118","3.81","3.73","3.73","96","3.34","98","3656"
"Matt Shoemaker","Angels","135.1","-6.71","4.46","117","4.38","4.59","4.16","103","3.98","118","4776"
"Brett Oberholtzer","Astros","38.1","-3.20","4.46","111","4.52","4.49","4.75","118","4.81","110","3855"
"Wade Miley","Red Sox","193.2","0.37","4.46","106","4.46","3.81","4.08","101","4.24","96","8779"
"Martin Perez","Rangers","78.2","-3.94","4.46","105","3.79","3.40","3.99","99","4.06","82","6902"
"Aaron Loup","Blue Jays","42.1","-3.55","4.46","109","4.29","3.72","2.89","71","2.43","91","10343"
"Kyle Ryan","Tigers","56.1","-0.67","4.47","110","6.16","5.26","4.63","115","4.78","130","11753"
"Adam Morgan","Phillies","84.1","-0.12","4.48","114","5.06","4.88","5.12","132","4.94","123","12580"
"Jeff Locke","Pirates","168.1","-20.36","4.49","120","4.67","3.95","3.94","102","4.18","104","2929"
"Adam Wilk","Angels","2.0","0.10","4.50","118","10.25","10.63","5.61","139","3.96","274","8421"
"Scott Alexander","Royals","6.0","-0.08","4.50","111","4.54","4.13","4.38","108","3.49","103","10591"
"Chris Reed","Marlins","4.0","-0.27","4.50","115","5.64","3.38","4.86","125","5.25","90","12801"
"David Phelps","Marlins","112.0","-7.35","4.50","115","4.68","4.03","4.42","114","4.49","107","6316"
"Anthony Bass","Rangers","64.0","-0.14","4.50","106","4.81","3.73","4.03","100","3.92","90","7982"
"Edgar Olmos","Mariners","14.0","-2.60","4.50","117","5.21","5.42","6.28","156","6.10","138","10174"
"Rafael Montero","Mets","10.0","-1.39","4.50","122","2.14","2.03","3.36","87","3.38","53","12760"
"Mike Dunn","Marlins","54.0","0.19","4.50","115","4.23","3.89","3.92","101","3.52","103","9948"
"Jarred Cosart","Marlins","69.2","-4.57","4.52","116","5.34","5.12","4.46","115","4.71","136","10304"
"Trevor Bauer","Indians","176.0","-3.23","4.55","114","4.48","4.33","4.28","106","4.20","107","12703"
"Taijuan Walker","Mariners","169.2","-10.09","4.56","118","4.36","4.07","3.82","94","3.69","103","11836"
"Henry Owens","Red Sox","63.0","-2.02","4.57","109","4.15","4.28","5.01","124","4.66","108","13143"
"Michael Montgomery","Mariners","90.0","-3.60","4.60","119","4.84","4.67","4.44","110","4.56","119","4869"
"Aaron Barrett","Nationals","29.1","1.26","4.60","117","2.75","2.21","3.03","78","2.57","58","11243"
"Matt Reynolds","Diamondbacks","13.2","-4.18","4.61","113","7.04","7.96","4.09","105","3.23","204","8887"
"Jeremy Hellickson","Diamondbacks","146.0","-8.46","4.62","114","5.08","4.44","4.16","107","4.14","114","4371"
"Jonathan Broxton","- - -","60.1","-6.82","4.62","116","4.10","3.65","3.24","84","3.15","92","4759"
"Jon Moscot","Reds","11.2","-0.25","4.63","116","5.25","5.62","5.54","142","5.51","140","13849"
"Ernesto Frieri","Rays","23.1","-0.49","4.63","120","5.53","6.39","5.51","137","4.68","162","5178"
"Brandon Cunniff","Braves","35.0","-2.11","4.63","120","4.82","4.39","4.17","107","4.16","116","11509"
"Jered Weaver","Angels","159.0","-9.18","4.64","122","4.61","4.81","5.10","126","4.88","124","4235"
"Colby Lewis","Rangers","204.2","-8.49","4.66","109","4.92","4.17","4.62","114","4.43","100","1259"
"Ryan Vogelsong","Giants","135.0","-10.19","4.67","129","4.36","4.53","4.55","117","4.54","124","1011"
"Enrique Burgos","Diamondbacks","27.0","-4.51","4.67","115","3.77","2.87","3.33","86","3.05","74","3895"
"Rubby de la Rosa","Diamondbacks","188.2","-10.93","4.67","115","5.13","4.81","4.10","105","4.19","124","3862"
"Nick Masset","- - -","25.0","-2.06","4.68","121","5.49","4.57","4.49","116","4.16","121","7267"
"Carlos Torres","Mets","57.2","-7.54","4.68","127","3.90","3.53","3.71","96","3.58","91","7624"
"David Aardsma","Braves","30.2","-2.22","4.70","122","5.05","4.86","4.20","108","3.50","128","1902"
"Matthew Wisler","Braves","109.0","-9.23","4.71","122","5.39","4.93","5.10","131","4.98","130","12804"
"John Danks","White Sox","177.2","-23.97","4.71","116","4.92","4.49","4.65","115","4.63","108","6329"
"Yoervis Medina","- - -","21.0","-2.71","4.71","121","4.90","4.42","5.08","128","4.72","113","10498"
"Wily Peralta","Brewers","108.2","-9.13","4.72","117","5.45","4.84","4.57","118","4.75","119","7738"
"CC Sabathia","Yankees","167.1","-6.03","4.73","116","5.24","4.68","3.99","99","4.08","112","404"
"Fernando Rodney","- - -","62.2","-9.10","4.74","123","4.82","4.92","4.37","109","3.88","125","494"
"Yohan Flande","Rockies","68.1","-0.16","4.74","103","6.63","5.68","4.20","108","4.23","135","5057"
"Christian Bergman","Rockies","68.1","4.13","4.74","103","5.99","4.23","4.50","116","4.46","101","10925"
"Edward Mujica","- - -","47.1","-1.55","4.75","119","5.03","5.12","4.15","103","3.84","129","3970"
"Robbie Erlin","Padres","17.0","-0.22","4.76","128","4.05","3.25","3.70","95","3.94","85","10354"
"Ryan Weber","Braves","28.1","0.35","4.76","124","4.24","4.02","3.42","88","3.29","106","10160"
"Williams Perez","Braves","116.2","-6.85","4.78","124","5.28","4.87","4.79","123","4.87","129","11592"
"Francelis Montas","White Sox","15.0","-1.31","4.80","118","3.02","3.13","3.94","97","3.60","75","14309"
"Charlie Morton","Pirates","129.0","-19.23","4.81","128","4.57","4.19","3.87","100","3.89","111","4676"
"Carlos Contreras","Reds","28.0","-1.82","4.82","121","5.20","5.42","6.03","155","5.63","135","10386"
"Joe Kelly","Red Sox","134.1","-6.19","4.82","115","5.36","4.18","4.08","101","4.23","106","9761"
"Aaron Harang","Phillies","172.1","-16.08","4.86","124","5.05","4.83","4.99","128","4.87","122","1451"
"Tommy Kahnle","Rockies","33.1","-1.63","4.86","106","6.14","4.48","4.11","106","4.48","107","11384"
"Joba Chamberlain","- - -","27.2","-9.78","4.88","120","6.58","5.38","4.10","102","3.87","133","2692"
"Wandy Rodriguez","Rangers","86.1","-8.76","4.90","115","5.43","4.33","4.43","110","4.49","104","2586"
"Derek Holland","Rangers","58.2","-1.49","4.91","115","6.47","5.30","4.45","110","4.43","128","4141"
"T.J. McFarland","Orioles","40.1","-6.69","4.91","119","4.94","4.47","4.06","100","3.77","107","3237"
"Chad Jenkins","Blue Jays","3.2","-0.14","4.91","120","6.58","8.04","7.72","192","7.01","197","10326"
"Brooks Brown","Rockies","33.0","-0.30","4.91","107","5.78","4.26","4.76","123","4.72","102","5679"
"Cory Gearrin","Giants","3.2","1.25","4.91","136","1.02","1.23","1.23","32","0.84","34","7947"
"Miguel Gonzalez","Orioles","144.2","-7.59","4.91","119","5.95","5.01","4.48","111","4.51","120","7024"
"Rick Porcello","Red Sox","172.0","-12.56","4.92","117","4.88","4.13","3.72","92","3.73","104","2717"
"J.R. Graham","Twins","63.2","-14.64","4.95","122","5.05","4.69","4.08","101","3.74","116","12042"
"Casey Janssen","Nationals","40.0","-0.36","4.95","126","4.89","4.08","4.60","118","4.19","106","7355"
"Mat Latos","- - -","116.1","-16.21","4.95","128","4.48","3.72","3.69","95","3.88","98","3815"
"Sergio Santos","- - -","16.1","-0.51","4.96","130","5.71","4.60","3.48","89","3.41","117","4734"
"Jeff Samardzija","White Sox","214.0","-18.91","4.96","122","4.66","4.23","4.31","107","4.18","101","3254"
"Kendry Flores","Marlins","12.2","0.65","4.97","127","4.16","2.90","4.76","122","4.43","77","12118"
"Anibal Sanchez","Tigers","157.0","-13.19","4.99","123","5.10","4.73","4.03","100","4.03","117","3284"
"Chris Tillman","Orioles","173.0","-1.57","4.99","121","4.96","4.45","4.58","113","4.69","106","5279"
"Andrew Schugel","Diamondbacks","9.0","-8.27","5.00","123","6.26","6.58","5.17","133","4.51","169","11432"
"Aaron Thompson","Twins","32.1","-1.98","5.01","124","4.95","3.91","4.93","122","4.85","97","999"
"Matt Marksberry","Braves","23.1","-4.46","5.01","130","4.60","4.63","5.35","138","4.86","122","15089"
"Alfredo Simon","Tigers","187.0","-17.24","5.05","124","5.34","4.77","4.78","118","4.88","118","2155"
"Kyle Drabek","White Sox","5.1","-2.09","5.06","124","5.59","5.57","5.90","146","5.13","134","4359"
"Ivan Nova","Yankees","94.0","-3.60","5.07","125","5.17","4.87","4.59","114","4.58","117","1994"
"Scott Oberg","Rockies","58.1","3.05","5.09","111","7.06","5.76","4.74","122","4.43","137","13911"
"Enny Romero","Rays","30.0","-5.59","5.10","132","3.18","2.80","3.84","95","3.62","71","4001"
"Rafael Martin","Nationals","12.1","-1.00","5.11","130","5.28","4.76","1.74","45","1.50","124","10258"
"Danny Farquhar","Mariners","51.0","-6.60","5.12","133","4.77","4.60","4.02","99","3.60","117","8501"
"Jean Machi","- - -","58.0","-7.82","5.12","134","4.89","4.67","4.35","110","4.16","124","3220"
"Manny Banuelos","Braves","26.1","-6.17","5.13","133","6.11","5.37","5.14","132","4.94","142","5365"
"Jordan Lyles","Rockies","49.0","-1.79","5.14","112","5.71","3.79","4.40","113","4.70","90","7593"
"Jacob Lindgren","Yankees","7.0","-0.24","5.14","126","8.84","8.13","4.04","100","3.73","195","16215"
"Mike Broadway","Giants","17.1","-5.48","5.19","144","4.14","3.77","4.89","126","4.40","104","9894"
"Frank Garces","Padres","38.0","-7.45","5.21","140","6.67","6.45","5.20","134","4.83","167","13144"
"Steve Delabar","Blue Jays","29.1","-6.02","5.22","128","4.64","4.84","4.38","109","3.82","118","11827"
"Diego Moreno","Yankees","10.1","-0.80","5.23","128","3.70","4.30","5.18","128","4.02","103","6238"
