"Name","Team","IP","RE24","ERA","ERA-","tERA","FIP","xFIP","xFIP-","SIERA","FIP-","playerid"
"Louis Coleman","Royals","3.0","0.67","0.00","0","5.53","4.47","5.94","147","6.80","112","9720"
"Chris Volstad","Pirates","2.0","0.84","0.00","0","1.22","3.13","3.87","100","2.88","83","9901"
"Giovanni Soto","Indians","3.1","0.90","0.00","0","0.91","3.13","4.91","121","4.18","77","10330"
"Yhonathan Barrios","Brewers","6.2","2.91","0.00","0","1.23","1.03","1.92","50","1.50","26","11166"
"Jose Dominguez","Rays","5.2","2.71","0.00","0","2.49","2.43","2.69","66","2.59","61","11571"
"Brett Bochy","Giants","3.0","1.55","0.00","0","2.63","3.13","5.10","131","3.54","86","11867"
"Matthew Tracy","Yankees","2.0","-1.99","0.00","0","4.50","5.13","6.61","164","6.16","123","12240"
"Adrian Houser","Brewers","2.0","0.89","0.00","0","7.82","6.13","6.13","158","6.89","151","12718"
"James Pazos","Yankees","5.0","1.04","0.00","0","3.31","3.73","5.51","136","5.43","89","13323"
"Dalier Hinojosa","- - -","24.2","9.66","0.73","19","2.88","3.26","4.34","111","3.86","82","15671"
"Jordan Walden","Cardinals","10.1","4.44","0.87","23","2.66","1.97","3.12","80","3.00","52","3271"
"Jeff Manship","Indians","39.1","18.89","0.92","23","3.10","2.63","3.35","83","3.14","65","6865"
"Wade Davis","Royals","67.1","28.46","0.94","23","2.46","2.29","3.07","76","2.61","57","7441"
"Bobby LaFromboise","Pirates","8.0","3.33","1.13","30","3.14","3.13","2.98","77","2.53","83","7758"
"Carter Capps","Marlins","31.0","5.18","1.16","30","1.32","1.10","1.17","31","0.87","30","12803"
"Matt Albers","White Sox","37.1","9.14","1.21","30","3.18","3.48","3.66","91","3.27","83","4300"
"Jason Frasor","- - -","28.0","7.12","1.29","32","4.73","3.96","4.86","121","4.90","100","1906"
"J.P. Howell","Dodgers","44.0","2.96","1.43","38","3.16","3.34","3.53","91","3.18","87","8245"
"Silvino Bracho","Diamondbacks","12.1","3.63","1.46","36","4.13","3.70","3.51","90","2.60","95","15051"
"Dellin Betances","Yankees","84.0","26.35","1.50","37","2.70","2.48","2.41","59","2.31","59","6216"
"Darren O'Day","Orioles","65.1","17.99","1.52","37","2.68","2.49","3.05","75","2.29","59","3321"
"Rich Hill","Red Sox","29.0","9.91","1.55","37","2.06","2.27","2.50","61","2.29","57","4806"
"Everett Teaford","Rays","5.2","1.26","1.59","41","5.75","3.84","4.88","121","4.75","97","3732"
"Javier Lopez","Giants","39.1","12.33","1.60","44","2.96","3.36","3.75","96","3.60","93","1663"
"Arodys Vizcaino","Braves","33.2","9.73","1.60","42","3.40","2.48","3.50","90","3.25","66","5498"
"Adam Wainwright","Cardinals","28.0","4.79","1.61","42","3.25","2.13","3.14","81","3.45","56","2233"
"Aroldis Chapman","Reds","66.1","16.45","1.63","41","2.17","1.94","2.49","64","2.09","49","10233"
"Zack Greinke","Dodgers","222.2","55.48","1.66","44","2.82","2.76","3.22","83","3.27","72","1943"
"Marcus Stroman","Blue Jays","27.0","9.06","1.67","41","3.92","3.54","3.34","83","3.28","86","13431"
"Hector Rondon","Cubs","70.0","14.62","1.67","43","3.07","2.68","3.03","78","2.74","69","2391"
"Rex Brothers","Rockies","10.1","0.79","1.74","38","6.14","4.49","5.49","141","5.90","107","9794"
"Jake Arrieta","Cubs","229.0","50.28","1.77","45","2.76","2.35","2.61","68","2.75","60","4153"
"Ken Giles","Phillies","70.0","11.48","1.80","46","2.63","2.13","3.05","79","2.80","54","12910"
"Mychal Givens","Orioles","30.0","9.30","1.80","44","2.85","1.73","2.38","59","2.13","41","10430"
"Miguel Socolovich","Cardinals","29.2","5.16","1.82","47","2.71","2.76","3.82","98","3.54","72","6697"
"Jeurys Familia","Mets","78.0","17.89","1.85","50","2.89","2.74","2.55","66","2.32","71","5114"
"Brad Ziegler","Diamondbacks","68.0","19.91","1.85","45","3.43","3.44","3.48","90","2.81","89","7293"
"Andrew Miller","Yankees","61.2","17.14","1.90","47","2.25","2.16","2.06","51","1.72","51","6785"
"Will Harris","Astros","71.0","21.56","1.90","47","3.97","3.66","3.31","82","3.11","89","3192"
"Tony Watson","Pirates","75.1","17.94","1.91","51","3.09","2.84","3.60","93","3.29","75","3132"
"Zach Britton","Orioles","65.2","19.50","1.92","47","1.78","2.01","1.75","43","1.21","48","3240"
"Mark Lowe","- - -","55.0","12.90","1.96","49","3.43","2.57","2.83","70","2.58","64","7416"
"Tony Sipp","Astros","54.1","9.52","1.99","49","2.83","2.93","3.34","82","2.76","71","8280"
"Justin Grimm","Cubs","49.2","2.44","1.99","51","3.69","3.11","3.05","79","3.00","80","11720"
"Jake Buchanan","Astros","9.0","2.49","2.00","50","5.16","5.13","4.84","120","4.57","125","10962"
"Drew VerHagen","Tigers","26.1","7.01","2.05","50","4.66","4.35","4.25","105","4.00","107","13424"
"Charlie Furbush","Mariners","21.2","5.69","2.08","54","3.47","3.73","3.90","96","3.42","95","1370"
"Trevor Rosenthal","Cardinals","68.2","12.38","2.10","55","2.52","2.42","3.19","82","2.87","63","10745"
"Clayton Kershaw","Dodgers","232.2","44.63","2.13","57","2.29","1.99","2.09","54","2.24","52","2036"
"Jonathan Papelbon","- - -","63.1","10.65","2.13","54","3.54","3.70","3.71","96","3.14","95","5975"
"Ryan Madson","Royals","63.1","14.38","2.13","53","2.79","3.09","3.32","82","2.92","77","1852"
"Kevin Siegrist","Cardinals","74.2","11.01","2.17","57","2.99","2.91","3.93","101","3.28","76","8180"
"Matt Thornton","Nationals","41.1","8.51","2.18","55","4.15","3.52","4.50","116","4.37","92","1918"
"Alex Wilson","Tigers","70.0","10.33","2.19","54","3.33","3.53","4.21","104","3.94","87","9239"
"Josh Osich","Giants","28.2","-0.89","2.20","61","2.83","3.90","3.89","100","3.34","107","11528"
"Francisco Rodriguez","Brewers","57.0","13.68","2.21","55","3.65","2.91","2.63","68","2.42","72","1642"
"Mark Melancon","Pirates","76.2","14.59","2.23","59","3.01","2.82","3.07","79","2.79","75","4264"
"Koji Uehara","Red Sox","40.1","10.09","2.23","53","2.30","2.44","3.52","87","2.78","61","9227"
"Edgar Ibarra","Angels","4.0","0.86","2.25","59","6.35","3.88","4.99","124","5.33","100","5195"
"Shawn Armstrong","Indians","8.0","2.31","2.25","56","2.91","2.76","2.43","60","1.93","68","12857"
"Angel Castro","Athletics","4.0","0.27","2.25","58","5.77","6.63","4.86","120","4.53","167","3243"
"Steven Matz","Mets","35.2","6.45","2.27","62","3.75","3.61","3.56","92","3.63","93","13361"
"Jared Hughes","Pirates","67.0","11.70","2.28","61","3.86","3.81","4.10","106","3.60","101","9325"
"A.J. Ramos","Marlins","70.1","13.96","2.30","59","2.84","3.01","3.24","84","2.73","80","8350"
"Andrew Bellatti","Rays","23.1","2.75","2.31","60","5.63","5.23","4.78","118","4.37","132","10657"
"Carson Smith","Mariners","70.0","11.70","2.31","60","2.15","2.12","2.36","58","2.04","54","13172"
"John Leathersich","Mets","11.2","0.35","2.31","63","2.91","2.79","4.06","104","3.72","72","12562"
"Kevin Jepsen","- - -","69.2","14.30","2.33","59","3.68","3.54","4.04","100","3.85","89","6475"
"George Kontos","Giants","73.1","13.30","2.33","65","4.34","4.02","4.01","103","3.90","110","9486"
"Joaquin Benoit","Padres","65.1","12.72","2.34","63","3.55","3.75","3.69","95","3.35","98","1437"
"Nick Vincent","Padres","23.0","-0.20","2.35","63","3.42","2.53","4.26","110","3.90","66","7555"
"Xavier Cedeno","- - -","46.0","11.58","2.35","60","3.54","3.26","3.16","78","2.93","83","36"
"Jairo Diaz","Rockies","19.0","3.89","2.37","52","4.23","3.56","3.27","84","3.08","85","12774"
"Keone Kela","Rangers","60.1","13.12","2.39","56","3.11","2.64","2.88","71","2.70","63","14696"
"Kenley Jansen","Dodgers","52.1","7.26","2.41","64","1.50","2.14","2.29","59","1.43","56","3096"
"Jake McGee","Rays","37.1","6.69","2.41","62","2.03","2.33","2.91","72","2.20","59","7550"
"Michael Blazek","Brewers","55.2","8.04","2.43","60","3.45","3.17","3.85","99","3.60","79","9654"
"Jaime Garcia","Cardinals","129.2","18.76","2.43","63","3.01","3.00","3.36","87","3.39","78","8137"
"Erik Goeddel","Mets","33.1","6.84","2.43","66","2.60","2.47","3.55","91","3.03","64","11712"
"David Price","- - -","220.1","35.78","2.45","60","3.35","2.78","3.24","80","3.27","68","3184"
"Tony Zych","Mariners","18.1","3.85","2.45","64","1.63","2.04","2.70","67","2.11","52","12876"
"Shawn Kelley","Padres","51.1","2.17","2.45","66","2.55","2.57","2.91","75","2.55","67","7773"
"Hunter Strickland","Giants","51.1","16.66","2.45","68","2.86","2.90","3.35","86","2.83","80","7836"
"Dallas Keuchel","Astros","232.0","37.26","2.48","62","3.16","2.91","2.75","68","2.84","71","9434"
"Brett Cecil","Blue Jays","54.1","11.99","2.48","61","2.53","2.34","2.39","59","2.11","57","2660"
"Blaine Boyer","Twins","65.0","-0.09","2.49","61","4.98","4.00","4.36","108","4.41","99","2237"
"Joakim Soria","- - -","67.2","10.08","2.53","64","4.24","3.71","3.57","90","3.26","93","6941"
"Jacob deGrom","Mets","191.0","26.11","2.54","69","2.89","2.70","2.92","75","2.99","70","10954"
"Craig Kimbrel","Padres","59.1","8.52","2.58","69","2.65","2.68","2.46","64","2.21","70","6655"
"Roberto Osuna","Blue Jays","69.2","15.84","2.58","63","3.18","3.02","3.45","85","2.81","73","13764"
"Kyle Barraclough","Marlins","24.1","5.17","2.59","66","4.11","3.42","4.16","107","4.12","91","13713"
"Gerrit Cole","Pirates","208.0","18.77","2.60","69","3.10","2.66","3.16","82","3.23","70","13125"
"Paco Rodriguez","Dodgers","10.1","2.06","2.61","70","3.76","2.46","3.46","89","3.50","64","13398"
"Sam Dyson","- - -","75.1","9.11","2.63","66","3.13","2.94","2.83","72","2.40","76","11710"
"Rob Scahill","Pirates","30.2","-4.50","2.64","70","4.67","4.50","4.15","107","3.95","119","9286"
"Jerad Eickhoff","Phillies","51.0","8.25","2.65","67","3.64","3.25","3.60","93","3.56","82","12664"
"Jeremy Jeffress","Brewers","68.0","8.36","2.65","65","4.22","3.22","3.00","78","2.85","80","9490"
"Sean Gilmartin","Mets","57.1","5.71","2.67","72","2.61","2.75","3.82","98","3.44","71","12781"
"Matt Belisle","Cardinals","33.2","2.28","2.67","70","3.95","3.64","4.52","116","4.21","95","1837"
"Gavin Floyd","Indians","13.1","2.40","2.70","68","3.90","3.21","4.65","115","4.45","79","3886"
"Jose De Paula","Yankees","3.1","0.62","2.70","66","9.76","9.43","8.19","203","8.31","227","5744"
"Will Smith","Brewers","63.1","6.32","2.70","67","2.46","2.47","2.75","71","2.39","61","8048"
"Matt Harvey","Mets","189.1","18.95","2.71","73","2.93","3.05","3.24","84","3.23","79","11713"
"Kelvin Herrera","Royals","69.2","9.27","2.71","67","4.11","3.44","3.82","94","3.60","86","6033"
"Brad Brach","Orioles","79.1","9.56","2.72","66","3.74","3.47","3.61","89","3.43","83","6627"
"Sonny Gray","Athletics","208.0","29.33","2.73","70","3.33","3.45","3.69","91","3.80","87","12768"
"Brandon Morrow","Padres","33.0","6.39","2.73","73","3.89","3.56","3.72","96","3.95","93","9346"
"Cesar Ramos","Angels","52.1","6.81","2.75","72","3.61","3.02","3.79","94","3.56","77","3357"
"Andrew Chafin","Diamondbacks","75.0","8.45","2.76","68","3.84","3.35","3.75","97","3.70","86","12988"
"John Lackey","Cardinals","218.0","21.57","2.77","72","3.85","3.57","3.77","97","3.90","93","1507"
"Felipe Rivero","Nationals","48.1","6.16","2.79","71","3.00","2.64","3.44","89","3.17","69","12076"
"Santiago Casilla","Giants","58.0","4.36","2.79","77","3.97","3.63","3.46","89","3.27","100","2873"
"Andrew Faulkner","Rangers","9.2","1.98","2.79","66","5.69","4.69","3.22","79","3.09","113","12982"
"Max Scherzer","Nationals","228.2","34.72","2.79","71","2.79","2.77","2.88","74","2.63","72","3137"
"Joe Blanton","- - -","76.0","7.68","2.84","71","3.11","2.92","3.01","76","2.82","75","4849"
"Oliver Drake","Orioles","15.2","0.62","2.87","70","3.25","3.52","4.29","106","3.94","84","8823"
"Alex Claudio","Rangers","15.2","-1.58","2.87","67","6.39","6.13","4.23","105","3.84","148","12890"
"Brian Ellington","Marlins","25.0","1.74","2.88","74","3.79","4.01","5.38","138","4.82","107","17233"
"Luis Severino","Yankees","62.1","9.24","2.89","71","4.66","4.37","3.72","92","3.84","105","15890"
"Pedro Strop","Cubs","68.0","5.16","2.91","74","3.35","3.16","3.16","82","2.94","81","4070"
"Tyler Clippard","- - -","71.0","7.08","2.92","77","3.88","4.28","5.30","134","4.50","109","5640"
"Jose Fernandez","Marlins","64.2","8.07","2.92","75","3.32","2.24","2.62","68","2.77","60","11530"
"Liam Hendriks","Blue Jays","64.2","9.56","2.92","72","2.70","2.14","2.80","69","2.49","52","3548"
"Madison Bumgarner","Giants","218.1","24.44","2.93","81","3.08","2.87","3.02","78","3.00","79","5524"
"Branden Pinder","Yankees","27.2","-0.14","2.93","72","6.31","4.72","4.45","110","4.26","113","12093"
"Ryan Pressly","Twins","27.2","5.71","2.93","72","3.23","2.85","4.29","106","4.15","70","7005"
"J.J. Hoover","Reds","64.1","7.67","2.94","73","4.87","4.47","4.62","119","4.36","111","9037"
"Brian Matusz","Orioles","49.0","2.85","2.94","71","3.76","3.58","3.94","98","3.27","85","2646"
"Jason Grilli","Braves","33.2","1.57","2.94","76","2.70","2.12","3.11","80","2.52","57","521"
"Carlos Villanueva","Cardinals","61.0","6.55","2.95","77","3.74","3.74","4.06","105","3.63","98","4138"
"Bryan Shaw","Indians","64.0","1.60","2.95","74","4.70","4.01","3.72","92","3.54","99","8110"
"Antonio Bastardo","Pirates","57.1","7.42","2.98","79","3.07","3.33","4.27","110","3.54","88","8844"
"Sergio Romo","Giants","57.1","7.31","2.98","83","2.28","1.91","2.42","63","2.17","53","9817"
"Cody Allen","Indians","69.1","9.76","2.99","75","2.41","1.82","2.83","70","2.36","45","12183"
"Shawn Tolleson","Rangers","72.1","13.88","2.99","70","3.94","3.44","3.31","82","2.92","83","10481"
"Michael Mariot","Royals","3.0","0.37","3.00","74","13.79","8.80","6.44","160","6.98","221","10835"
"Brandon Maurer","Padres","51.0","3.43","3.00","81","3.63","3.31","3.85","99","3.69","86","4878"
"Zach McAllister","Indians","69.0","1.32","3.00","75","3.42","3.15","3.26","81","2.87","78","2895"
"Carlos Martinez","Cardinals","179.2","12.90","3.01","78","3.52","3.21","3.28","85","3.44","84","11682"
"Jeanmar Gomez","Phillies","74.2","3.90","3.01","77","3.87","3.25","3.98","103","3.79","82","9033"
"Josh Tomlin","Indians","65.2","10.36","3.02","75","4.21","4.43","3.77","93","3.46","110","9388"
"Trevor Gott","Angels","47.2","1.62","3.02","79","3.62","3.74","4.44","110","4.13","96","15046"
"Shelby Miller","Braves","205.1","11.82","3.02","78","3.51","3.45","4.07","105","4.16","91","10197"
"Lance Lynn","Cardinals","175.1","8.51","3.03","79","3.81","3.44","3.90","100","4.00","90","2520"
"Sam Freeman","Rangers","38.1","5.33","3.05","72","5.31","4.60","4.43","110","4.22","111","6832"
"Cody Anderson","Indians","91.1","13.08","3.05","76","4.66","4.27","4.58","113","4.89","106","12799"
"Chris Young","Royals","123.1","14.11","3.06","76","4.22","4.52","5.33","132","5.15","113","3196"
"Samuel Tuivailala","Cardinals","14.2","-0.87","3.07","80","3.74","3.82","3.25","84","3.13","99","13485"
"Edwin Jackson","- - -","55.2","0.14","3.07","79","4.39","3.82","4.47","115","4.27","100","1841"
"Blaine Hardy","Tigers","61.1","-0.31","3.08","76","3.63","2.89","4.08","101","3.78","71","6499"
"Chasen Shreve","Yankees","58.1","1.32","3.09","76","4.41","4.92","4.23","105","3.85","118","10855"
"Scott Kazmir","- - -","183.0","9.88","3.10","78","4.20","3.98","4.14","102","4.10","98","4897"
"Luke Gregerson","Astros","61.0","3.44","3.10","77","2.88","2.86","2.71","67","2.35","69","4090"
"Justin Wilson","Yankees","61.0","14.38","3.10","76","3.69","2.69","3.12","77","2.96","64","4301"
"Tyler Duffey","Twins","58.0","7.73","3.10","77","3.53","3.24","3.64","90","3.83","80","13758"
"Drew Smyly","Rays","66.2","7.21","3.11","80","3.77","3.91","3.47","86","3.25","99","11760"
"Cesar Jimenez","- - -","23.0","2.15","3.13","77","3.05","3.13","3.16","81","2.91","78","3762"
"Marco Estrada","Blue Jays","181.0","24.10","3.13","77","4.10","4.40","4.93","122","4.64","107","1118"
"Bryan Morris","Marlins","63.0","-0.22","3.14","80","3.83","3.64","4.01","103","3.75","97","10234"
"Alex Torres","Mets","34.1","-2.36","3.15","85","5.38","5.73","4.79","123","4.70","147","7038"
"Sam LeCure","Reds","20.0","0.66","3.15","79","3.92","3.98","3.86","100","3.65","99","4664"
"Tim Cooney","Cardinals","31.1","0.02","3.16","82","4.11","3.58","3.94","101","3.91","93","13762"
"Huston Street","Angels","62.1","5.97","3.18","83","3.79","3.73","4.14","102","3.63","95","8258"
"Franklin Morales","Royals","62.1","7.73","3.18","78","4.27","3.52","3.99","99","3.75","88","5088"
"Raudel Lazo","Marlins","5.2","0.24","3.18","81","4.47","4.72","4.77","123","4.06","125","14077"
"Joe Thatcher","Astros","22.2","-3.06","3.18","79","3.52","3.00","3.73","92","3.60","73","4620"
"A.J. Burnett","Pirates","164.0","8.72","3.18","85","3.85","3.36","3.55","91","3.65","89","512"
"Zachary Godley","Diamondbacks","36.2","6.07","3.19","78","5.26","4.33","4.12","106","4.15","111","14862"
"Tom Wilhelmsen","Mariners","62.0","-0.65","3.19","83","3.46","3.33","4.22","104","3.89","84","9975"
"Ryan Webb","Indians","50.2","3.14","3.20","80","4.41","3.77","3.64","90","3.38","93","7474"
"Neil Ramirez","Cubs","14.0","1.37","3.21","82","3.14","3.21","4.07","105","3.53","82","7677"
"Aaron Sanchez","Blue Jays","92.1","7.38","3.22","79","5.00","4.61","4.27","106","4.43","112","11490"
"Corey Knebel","Brewers","50.1","5.92","3.22","79","4.37","4.03","3.16","82","2.85","100","15010"
"Lance McCullers","Astros","125.2","7.61","3.22","80","3.71","3.26","3.50","86","3.57","79","14120"
"Chris Archer","Rays","212.0","15.57","3.23","83","3.03","2.90","3.01","74","3.08","73","6345"
"Noah Syndergaard","Mets","150.0","5.98","3.24","88","3.28","3.25","2.91","75","2.95","84","11762"
"Randall Delgado","Diamondbacks","72.0","7.38","3.25","80","3.85","3.79","4.14","107","3.75","97","5985"
"Clay Buchholz","Red Sox","113.1","12.67","3.26","77","3.28","2.68","3.30","82","3.35","67","3543"
"Yohan Pino","Royals","19.1","1.05","3.26","80","4.13","3.60","4.32","107","4.06","90","6955"
"LaTroy Hawkins","- - -","38.2","4.68","3.26","74","3.74","3.26","3.14","80","2.88","78","729"
"Tyson Ross","Padres","196.0","16.30","3.26","88","3.04","2.98","3.15","81","3.35","78","7872"
"Ryan Tepera","Blue Jays","33.0","7.11","3.27","80","5.94","5.77","4.27","106","3.75","141","10291"
"Adam Warren","Yankees","131.1","11.61","3.29","81","4.28","3.59","3.96","98","3.96","86","9029"
"Glen Perkins","Twins","57.0","3.62","3.32","82","4.12","3.82","3.76","93","3.22","94","8041"
"Nate Jones","White Sox","19.0","3.33","3.32","81","4.53","4.66","2.40","59","2.03","112","4696"
"Yimi Garcia","Dodgers","56.2","1.80","3.34","89","2.82","3.20","3.40","88","2.56","83","12095"
"Jon Lester","Cubs","205.0","6.12","3.34","85","3.42","2.92","3.06","79","3.19","75","4930"
"Wei-Yin Chen","Orioles","191.1","16.65","3.34","81","4.47","4.16","4.01","99","3.97","99","13071"
"Erik Johnson","White Sox","35.0","1.09","3.34","82","6.55","5.93","5.20","129","4.97","143","12520"
"Jake Odorizzi","Rays","169.1","15.09","3.35","86","3.89","3.61","3.96","98","3.90","91","6397"
"Jesse Hahn","Athletics","96.2","1.15","3.35","86","4.39","3.51","3.90","97","4.01","88","13287"
"Pedro Baez","Dodgers","51.0","0.92","3.35","90","2.53","2.51","3.17","82","2.58","65","5420"
"Jose Quintana","White Sox","206.1","11.23","3.36","82","3.94","3.18","3.51","87","3.62","76","11423"
"Jhoulys Chacin","Diamondbacks","26.2","1.76","3.38","83","5.17","4.63","4.12","106","4.28","119","2608"
"Michael Wacha","Cardinals","181.1","5.06","3.38","88","4.33","3.87","3.88","100","4.03","101","14078"
"Justin Verlander","Tigers","133.1","9.97","3.38","83","3.64","3.49","4.15","103","3.95","86","8700"
"Francisco Liriano","Pirates","186.2","4.92","3.38","90","3.57","3.19","3.16","81","3.38","84","3201"
"Kevin Chapman","Astros","5.1","-1.09","3.38","84","3.79","4.26","3.76","93","3.02","104","11240"
"Anthony Swarzak","Indians","13.1","-2.44","3.38","85","4.80","3.06","3.30","82","3.32","76","7466"
"Addison Reed","- - -","56.0","-0.82","3.38","84","3.11","3.03","4.04","104","3.66","78","10586"
"Sammy Solis","Nationals","21.1","-6.06","3.38","86","3.90","3.46","3.90","101","3.54","90","11457"
"Andrew Albers","Blue Jays","2.2","-1.05","3.38","83","13.25","9.51","5.74","142","6.46","233","7853"
"Elvis Araujo","Phillies","34.2","3.34","3.38","86","3.48","3.19","4.05","104","4.01","81","12854"
"Chris Sale","White Sox","208.2","4.76","3.41","84","3.16","2.73","2.60","64","2.52","65","10603"
"David Robertson","White Sox","63.1","-0.76","3.41","84","3.62","2.52","2.27","56","1.98","60","8241"
"Neal Cotts","- - -","63.1","3.28","3.41","84","5.42","5.00","4.31","110","3.71","124","1797"
"Zach Duke","White Sox","60.2","2.96","3.41","84","4.83","4.62","3.59","89","3.47","111","3840"
"Yovani Gallardo","Rangers","184.1","18.39","3.42","80","4.91","4.00","4.31","107","4.59","96","8173"
"Pedro Villarreal","Reds","50.0","0.27","3.42","86","5.24","4.43","4.59","118","4.29","110","9904"
"Scott Carroll","White Sox","36.2","-2.22","3.44","84","3.64","3.68","4.14","102","3.68","88","888"
"Drew Storen","Nationals","55.0","-0.49","3.44","87","3.31","2.79","3.24","84","2.67","73","6983"
"Johnny Cueto","- - -","212.0","17.54","3.44","85","4.04","3.53","3.78","96","3.81","88","6893"
"Danny Salazar","Indians","185.0","14.67","3.45","86","3.72","3.62","3.48","86","3.39","89","5867"
"Stephen Strasburg","Nationals","127.1","3.12","3.46","88","3.35","2.81","2.69","70","2.76","73","10131"
"Michael Tonkin","Twins","23.1","-0.82","3.47","86","4.36","5.02","4.18","103","3.75","124","10315"
"Peter Moylan","Braves","10.1","-0.84","3.48","90","2.00","2.84","2.73","70","2.02","75","4891"
"Corey Kluber","Indians","222.0","20.24","3.49","87","3.37","2.97","3.05","75","2.98","73","2429"
"Andrew Heaney","Angels","105.2","9.31","3.49","92","4.00","3.73","4.41","109","4.31","96","15423"
"Jose Alvarez","Angels","67.0","-0.52","3.49","92","3.64","3.60","3.90","97","3.53","92","5358"
"Tyler Wilson","Orioles","36.0","3.10","3.50","85","4.12","3.77","4.93","122","5.08","90","12691"
"Masahiro Tanaka","Yankees","154.0","10.74","3.51","86","4.23","3.98","3.29","81","3.36","95","15764"
"Luis Garcia","Phillies","66.2","-0.01","3.51","89","4.34","3.69","3.57","92","3.59","93","6984"
"Robbie Ray","Diamondbacks","127.2","7.91","3.52","87","4.23","3.53","4.03","104","4.05","91","11486"
"Felix Hernandez","Mariners","201.2","13.31","3.53","91","3.61","3.72","3.33","82","3.38","94","4772"
"Hisashi Iwakuma","Mariners","129.2","6.17","3.54","92","3.75","3.74","3.27","81","3.36","95","13048"
"Edinson Volquez","Royals","200.1","10.71","3.55","87","4.35","3.82","4.26","105","4.35","96","3990"
"Heath Hembree","Red Sox","25.1","2.04","3.55","84","6.63","5.58","5.29","131","4.97","141","11632"
"Casey Fien","Twins","63.1","9.72","3.55","88","3.74","3.45","4.27","106","3.91","85","3926"
"Josh Fields","Astros","50.2","6.62","3.55","88","2.17","2.19","3.33","82","2.68","53","5070"
"Chris Bassitt","Athletics","86.0","2.91","3.56","91","4.04","3.76","4.50","111","4.39","95","12304"
"Bo Schultz","Blue Jays","43.0","4.41","3.56","87","5.03","4.86","4.21","104","3.95","118","5028"
"Brandon Finnegan","- - -","48.0","3.58","3.56","89","4.93","4.80","3.77","95","3.77","120","16208"
"Jake Peavy","Giants","110.2","3.00","3.58","99","3.45","3.87","4.47","115","4.33","106","1051"
"Steve Cishek","- - -","55.1","-6.77","3.58","92","4.38","3.86","4.33","111","4.15","102","6483"
"Joe Smith","Angels","65.1","1.36","3.58","94","3.68","3.15","3.42","84","3.25","81","3281"
